z_m,x_focus_cm,IR_max_z,IR_abs_max_z,delta_n_elec_max_z,delta_n_rot_max_z,delta_n_elec_applied_max_z,delta_n_rot_applied_max_z,dphi_elec_max_abs_z,dphi_rot_max_abs_z,dphi_elec_applied_max_abs_z,dphi_rot_applied_max_abs_z,alpha_R_raw_max_z,alpha_R_applied_max_z,raman_rhs_l2_norm,raman_target_loss_step_J,raman_actual_loss_step_J,raman_closure_residual_step,raman_target_loss_cumulative_J,raman_actual_loss_cumulative_J,raman_cumulative_closure_residual,raman_convolution_count_step,raman_operator_substep_count,raman_operator_walltime_step_s,raman_energy_projection_iterations,raman_energy_projection_scale_deviation,raman_energy_projection_initial_residual,gpu_allocated_step_bytes,gpu_reserved_step_bytes,raman_operator_applied
0.0010999999940395355,-94.89000000059605,1286178959523840.0,1286178959523840.0,1.1982135283972184e-08,2.958211631209906e-08,1.1982135283972184e-08,0.0,9.413287443749141e-06,2.324001252418384e-05,9.413287443749141e-06,0.0,0.0,0.0,331841044480.0,1.2136455729283568e-10,1.2136838756227064e-10,3.161328277201392e-05,1.3336206583502985e-09,1.3336410864539516e-09,1.5278586943168193e-05,4.0,2.0,0.38131850957870483,2.0,1.783218017692434e-11,0.001276243943721056,0.0,0.0,1.0
0.0012000000569969416,-94.8799999943003,1286597047746560.0,1286597047746560.0,1.1986039716305186e-08,2.9591731731670734e-08,1.1986039716305186e-08,0.0,9.416355169378221e-06,2.3247566787176766e-05,9.416355169378221e-06,0.0,0.0,0.0,331910479872.0,1.2138984262222152e-10,1.2138755278723323e-10,1.8895510947913863e-05,1.4550105564836713e-09,1.4550286531189727e-09,1.2427482033672277e-05,4.0,2.0,0.3809613585472107,2.0,1.4597212327771558e-11,0.0010445023654028773,0.0,0.0,1.0
0.0013000000035390258,-94.8699999996461,1287045200740352.0,1287045200740352.0,1.1990215043056196e-08,2.9602039930409774e-08,1.1990215043056196e-08,0.0,9.419634807272814e-06,2.325566492800135e-05,9.419634807272814e-06,0.0,0.0,0.0,331979948032.0,1.2141515570718298e-10,1.2142983840668364e-10,0.00012085690832464024,1.576425656679703e-09,1.5764584082589295e-09,2.0778637917828746e-05,4.0,2.0,0.38116559386253357,2.0,7.202705099018658e-11,0.00515275914222002,0.0,0.0,1.0
0.00139999995008111,-94.86000000499189,1287561938993152.0,1287561938993152.0,1.1995036963696748e-08,2.961392375766536e-08,1.1995036963696748e-08,0.0,9.4234237622004e-06,2.3265001800609753e-05,9.4234237622004e-06,0.0,0.0,0.0,332049416192.0,1.2144048266993224e-10,1.2144542316239182e-10,4.076005279785022e-05,1.6978661809829987e-09,1.697903928565836e-09,2.2207816073205322e-05,4.0,2.0,0.3806944191455841,2.0,2.1264101590645623e-11,0.0015208895783871412,0.0,0.0,1.0
0.001500000013038516,-94.84999999869615,1288069818875904.0,1288069818875904.0,1.1999767401960071e-08,2.9625605080241257e-08,1.1999767401960071e-08,0.0,9.427139957551844e-06,2.327417860215064e-05,9.427139957551844e-06,0.0,0.0,0.0,332118949888.0,1.214657957548937e-10,1.214691819351188e-10,2.786227923934348e-05,1.8193320183712558e-09,1.819373096623167e-09,2.258532913401723e-05,4.0,2.0,0.38037875294685364,2.0,8.451017663446692e-12,0.0006043222383596003,0.0,0.0,1.0
0.0015999999595806003,-94.84000000404194,1288549781471232.0,1288549781471232.0,1.2004239380303261e-08,2.963664513799813e-08,1.2004239380303261e-08,0.0,9.430652426090091e-06,2.3282851543626748e-05,9.430652426090091e-06,0.0,0.0,0.0,332188483584.0,1.2149113659543076e-10,1.2149875550093725e-10,6.271382153499871e-05,1.940823057822172e-09,1.9408719076352554e-09,2.509728255972732e-05,4.0,2.0,0.38065996766090393,2.0,2.259903375545491e-11,0.0016156947240233421,0.0,0.0,1.0
0.0017000000225380063,-94.8299999977462,1288995518545920.0,1288995518545920.0,1.2008402272556395e-08,2.964689649331831e-08,1.2008402272556395e-08,0.0,9.433922969037667e-06,2.329090602870565e-05,9.433922969037667e-06,0.0,0.0,0.0,332258050048.0,1.2151647743596783e-10,1.2151329942255984e-10,2.614450204418972e-05,2.0623396324026544e-09,2.062385151546664e-09,2.2078031179262325e-05,4.0,2.0,0.38119232654571533,2.0,9.756639940405876e-12,0.000697400129865855,0.0,0.0,1.0
0.0017999999690800905,-94.82000000309199,1289458032836608.0,1289458032836608.0,1.2012716155140879e-08,2.9657535094429477e-08,1.2012716155140879e-08,0.0,9.437311746296473e-06,2.329926246602554e-05,9.437311746296473e-06,0.0,0.0,0.0,332327649280.0,1.215418182765049e-10,1.2154798001429157e-10,5.068253813078627e-05,2.1838812980234934e-09,2.183933034416441e-09,2.3669987058383413e-05,4.0,2.0,0.3811251223087311,2.0,1.82531767478622e-11,0.0013044537045061588,0.0,0.0,1.0
0.0019000000320374966,-94.80999999679625,1289866591600640.0,1289866591600640.0,1.2016527328739812e-08,2.9666932022109904e-08,1.2016527328739812e-08,0.0,9.440306712349411e-06,2.3306643925025128e-05,9.440306712349411e-06,0.0,0.0,0.0,332397248512.0,1.2156718687261758e-10,1.215673950394347e-10,1.740693505780655e-06,2.3054484987738988e-09,2.3055004572114512e-09,2.2513648218591698e-05,4.0,2.0,0.38056424260139465,2.0,2.2211787964465657e-11,0.0015870225615799427,0.0,0.0,1.0
0.0020000000949949026,-94.79999999050051,1290350178074624.0,1290350178074624.0,1.2021020623365075e-08,2.967805379228139e-08,1.2021020623365075e-08,0.0,9.443836461286992e-06,2.3315382350119762e-05,9.443836461286992e-06,0.0,0.0,0.0,332466913280.0,1.2159256934651808e-10,1.2159469264805267e-10,1.7437958376831375e-05,2.4270412346538706e-09,2.4270951914928673e-09,2.22593607759336e-05,4.0,2.0,0.38095220923423767,2.0,2.4555690814054287e-11,0.0017541192937642336,0.0,0.0,1.0
0.002099999925121665,-94.79000000748783,1290834972508160.0,1290834972508160.0,1.2025544116056608e-08,2.9689203984162305e-08,1.2025544116056608e-08,0.0,9.447389857086819e-06,2.332414260308724e-05,9.447389857086819e-06,0.0,0.0,0.0,332536610816.0,1.2161795182041857e-10,1.2162162943418764e-10,3.0262292057159357e-05,2.548659061574199e-09,2.5487167931714794e-09,2.2641246687271632e-05,4.0,2.0,0.38100099563598633,2.0,9.601874850773129e-12,0.0006857610424049199,0.0,0.0,1.0
0.002199999988079071,-94.7800000011921,1291283662372864.0,1291283662372864.0,1.2029730100948655e-08,2.969952461739922e-08,1.2029730100948655e-08,0.0,9.45067858992843e-06,2.3332249838858843e-05,9.45067858992843e-06,0.0,0.0,0.0,332606308352.0,1.2164332041653125e-10,1.216448469731901e-10,1.25014157674741e-05,2.6703024236240935e-09,2.6703617095336085e-09,2.2179336156114005e-05,4.0,2.0,0.38133540749549866,2.0,1.0525580407261259e-11,0.0007515728357248008,0.0,0.0,1.0
0.002300000051036477,-94.76999999489635,1291773691297792.0,1291773691297792.0,1.2034301555274851e-08,2.9710795601545215e-08,1.2034301555274851e-08,0.0,9.454269275011029e-06,2.3341104679275304e-05,9.454269275011029e-06,0.0,0.0,0.0,332676071424.0,1.2166873064600736e-10,1.216657885549921e-10,2.4166705770767294e-05,2.7919710987589497e-09,2.7920274980886006e-09,2.0159664927632548e-05,4.0,2.0,0.3804371654987335,2.0,2.6369129102477018e-11,0.0018824709113687277,0.0,0.0,1.0
0.002400000113993883,-94.75999998860061,1292370289098752.0,1292370289098752.0,1.2039860664003754e-08,2.9724516181772742e-08,1.2039860664003754e-08,0.0,9.458636668568943e-06,2.3351884010480717e-05,9.458636668568943e-06,0.0,0.0,0.0,332745834496.0,1.2169412699769566e-10,1.2169767971137446e-10,2.9195760362199508e-05,2.913665309023372e-09,2.913725039022097e-09,2.053707248705905e-05,4.0,2.0,0.38158151507377625,2.0,2.457878345296649e-11,0.0017543090507388115,0.0,0.0,1.0
0.0024999999441206455,-94.75000000558794,1292931453419520.0,1292931453419520.0,1.2045092034895788e-08,2.9737423190567824e-08,1.2045092034895788e-08,0.0,9.462746675126255e-06,2.336202305741608e-05,9.462746675126255e-06,0.0,0.0,0.0,332815630336.0,1.2171955110495958e-10,1.2173674568405346e-10,0.00014124497829470783,3.035384832372756e-09,3.035461881850665e-09,2.5377485144417733e-05,4.0,2.0,0.3805783987045288,2.0,1.0663536720301181e-10,0.007609423249959946,0.0,0.0,1.0
0.0026000000070780516,-94.7399999992922,1293451010244608.0,1293451010244608.0,1.2049937048175252e-08,2.974937274302647e-08,1.2049937048175252e-08,0.0,9.466552910453174e-06,2.337141086172778e-05,9.466552910453174e-06,0.0,0.0,0.0,332885491712.0,1.217449752122235e-10,1.217476536252704e-10,2.191230669268407e-05,3.1571298908517065e-09,3.1572096048648746e-09,2.524386036384385e-05,4.0,2.0,0.38085421919822693,2.0,2.119460162930409e-11,0.0015121267642825842,0.0,0.0,1.0
0.0027000000700354576,-94.72999999299645,1293923859300352.0,1293923859300352.0,1.2054333531352768e-08,2.9760249375954118e-08,1.2054333531352768e-08,0.0,9.470007171330508e-06,2.337995647394564e-05,9.470007171330508e-06,0.0,0.0,0.0,332955353088.0,1.2177041319727522e-10,1.2175525865298908e-10,0.00012449832865968347,3.2789002624156183e-09,3.2789648773956515e-09,1.9682798665598966e-05,4.0,2.0,0.3807448446750641,2.0,6.210898462200021e-11,0.0044302064925432205,0.0,0.0,1.0
0.00279999990016222,-94.72000000998378,1294345437184000.0,1294345437184000.0,1.2058270826287298e-08,2.9769944731583564e-08,1.2058270826287298e-08,0.0,9.473100362811238e-06,2.3387572582578287e-05,9.473100362811238e-06,0.0,0.0,0.0,333025247232.0,1.2179586506011475e-10,1.218053574669753e-10,7.79328984208405e-05,3.4006961691090964e-09,3.4007701099625365e-09,2.1769024897366762e-05,4.0,2.0,0.38144180178642273,2.0,5.1409765333687574e-11,0.0036662626080214977,0.0,0.0,1.0
0.002899999963119626,-94.71000000368804,1294716951855104.0,1294716951855104.0,1.206173383394571e-08,2.977848900798108e-08,1.206173383394571e-08,0.0,9.47582066146424e-06,2.3394286472466774e-05,9.47582066146424e-06,0.0,0.0,0.0,333095174144.0,1.2182131692295428e-10,1.218186801432708e-10,2.159238101739902e-05,3.522517388887536e-09,3.522588887250322e-09,2.0269431843189523e-05,4.0,2.0,0.381136417388916,2.0,4.0106140630769005e-11,0.0028595379553735256,0.0,0.0,1.0
0.003000000026077032,-94.6999999973923,1295060817674240.0,1295060817674240.0,1.2064942822576086e-08,2.978639912498693e-08,1.2064942822576086e-08,0.0,9.478341780777555e-06,2.3400500140269287e-05,9.478341780777555e-06,0.0,0.0,0.0,333165133824.0,1.2184678266358162e-10,1.218508488554093e-10,3.342482159496285e-05,3.644364143795542e-09,3.6444396389612166e-09,2.070927257591393e-05,4.0,2.0,0.3808191120624542,2.0,1.4019452265756627e-11,0.0009993736166507006,0.0,0.0,1.0
0.003100000089034438,-94.68999999109656,1295428976902144.0,1295428976902144.0,1.2068388066666103e-08,2.979486701804035e-08,1.2068388066666103e-08,0.0,9.481048437010031e-06,2.3407152184518054e-05,9.481048437010031e-06,0.0,0.0,0.0,333235159040.0,1.2187224840420896e-10,1.2186777975653484e-10,3.674198887892999e-05,3.766236655877719e-09,3.7663072660620855e-09,1.8850198102882132e-05,4.0,2.0,0.3809158205986023,2.0,1.0219158852464716e-11,0.0007283144514076412,0.0,0.0,1.0
0.0031999999191612005,-94.68000000808388,1296062081925120.0,1296062081925120.0,1.2074296229513948e-08,2.9809427815052914e-08,1.2074296229513948e-08,0.0,9.48569049796788e-06,2.3418591808876954e-05,9.48569049796788e-06,0.0,0.0,0.0,333305184256.0,1.2189774190041192e-10,1.2188877684948807e-10,7.353394175879657e-05,3.888134259000253e-09,3.888196431489632e-09,1.5953843103488907e-05,4.0,2.0,0.3457152843475342,1.0,7.952194458482609e-12,0.0005666251527145505,0.0,0.0,1.0
0.0032999999821186066,-94.67000000178814,1296648210743296.0,1296648210743296.0,1.2079757638616684e-08,2.982291036346396e-08,1.2079757638616684e-08,0.0,9.489980584476143e-06,2.3429181965184398e-05,9.489980584476143e-06,0.0,0.0,0.0,333375209472.0,1.2192323539661487e-10,1.2191964104957265e-10,2.9417977202683687e-05,4.010057619296958e-09,4.010115794983449e-09,1.4574341548723169e-05,4.0,2.0,0.3816748559474945,2.0,2.6009638887103392e-11,0.00185291504021734,0.0,0.0,1.0
0.0034000000450760126,-94.6599999954924,1297168975527936.0,1297168975527936.0,1.2084614198215604e-08,2.98348865612752e-08,1.2084614198215604e-08,0.0,9.49379591475008e-06,2.343859159736894e-05,9.49379591475008e-06,0.0,0.0,0.0,333445300224.0,1.2194872889281783e-10,1.2194624476880023e-10,2.0419576685526408e-05,4.132006292678625e-09,4.132062247919066e-09,1.3541558473662008e-05,4.0,2.0,0.3809695541858673,2.0,1.4230172595830481e-11,0.0010135348420590162,0.0,0.0,1.0
0.0035000001080334187,-94.64999998919666,1297614712602624.0,1297614712602624.0,1.2088766432327702e-08,2.9845139692952216e-08,1.2088766432327702e-08,0.0,9.49705827224534e-06,2.3446646082447842e-05,9.49705827224534e-06,0.0,0.0,0.0,333515456512.0,1.219742362668086e-10,1.2198139720531742e-10,5.871125540579669e-05,4.253980279145253e-09,4.254043339813052e-09,1.4836708032817114e-05,4.0,2.0,0.3813997805118561,2.0,5.4942161931137434e-11,0.003912404645234346,0.0,0.0,1.0
0.003599999938160181,-94.64000000618398,1298052396613632.0,1298052396613632.0,1.2092851164879903e-08,2.985520453080426e-08,1.2092851164879903e-08,0.0,9.500266969553195e-06,2.345455504837446e-05,9.500266969553195e-06,0.0,0.0,0.0,333585612800.0,1.2199975751858716e-10,1.2199052878969496e-10,7.562875543953851e-05,4.375980022786052e-09,4.376034201669654e-09,1.2314583727857098e-05,4.0,2.0,0.3808644711971283,2.0,8.169986909223326e-11,0.005816578399389982,0.0,0.0,1.0
0.003700000001117587,-94.62999999988824,1298536519958528.0,1298536519958528.0,1.2097372881214596e-08,2.986633873547362e-08,1.2097372881214596e-08,0.0,9.50381945585832e-06,2.346330256841611e-05,9.50381945585832e-06,0.0,0.0,0.0,333655834624.0,1.2202529264815354e-10,1.2203618671158267e-10,8.930656622396782e-05,4.498005523601023e-09,4.498070360625661e-09,1.4403281056729611e-05,4.0,2.0,0.4435163736343384,3.0,7.41885441968293e-11,0.005364504177123308,0.0,0.0,1.0
0.003800000064074993,-94.6199999935925,1298941454843904.0,1298941454843904.0,1.2101151192212e-08,2.9875653950739434e-08,1.2101151192212e-08,0.0,9.506788046564907e-06,2.3470618543797173e-05,9.506788046564907e-06,0.0,0.0,0.0,333726023680.0,1.2205082777771992e-10,1.2206240185275163e-10,9.485812188358977e-05,4.620056337500955e-09,4.620132720845049e-09,1.652870560064912e-05,4.0,2.0,0.28345736861228943,0.0,0.0,0.00020928753656335175,0.0,0.0,1.0
0.0038999998942017555,-94.61000001057982,1299429336285184.0,1299429336285184.0,1.2105688007579829e-08,2.9886873420537086e-08,1.2105688007579829e-08,0.0,9.510351446806453e-06,2.3479433366446756e-05,9.510351446806453e-06,0.0,0.0,0.0,333796278272.0,1.220763767850741e-10,1.2207561350674467e-10,6.225719062058488e-06,4.742132464485849e-09,4.742208403740733e-09,1.5942940081004053e-05,4.0,2.0,0.3810332119464874,2.0,4.991118629504854e-12,0.00035511539317667484,0.0,0.0,1.0
0.004000000189989805,-94.59999998100102,1300007814692864.0,1300007814692864.0,1.2111097902334222e-08,2.9900178333264193e-08,1.2111097902334222e-08,0.0,9.51460242504254e-06,2.3489887098548934e-05,9.51460242504254e-06,0.0,0.0,0.0,333866631168.0,1.221019257924283e-10,1.221033690823603e-10,1.183428230433492e-05,4.8642343486449136e-09,4.8643116201674275e-09,1.5839803381823003e-05,4.0,2.0,0.3805769085884094,2.0,8.774980742032312e-12,0.0006242039380595088,0.0,0.0,1.0
0.004100000020116568,-94.58999999798834,1300593272422400.0,1300593272422400.0,1.2116557535080119e-08,2.9913646670820526e-08,1.2116557535080119e-08,0.0,9.5188906925614e-06,2.3500466340919957e-05,9.5188906925614e-06,0.0,0.0,0.0,333936951296.0,1.221275025553581e-10,1.2212234001829358e-10,4.219569018459879e-05,4.98636198997815e-09,4.9864339324301454e-09,1.4418381397263147e-05,4.0,2.0,0.3816033899784088,2.0,1.9615864488287116e-11,0.001395069295540452,0.0,0.0,1.0
0.00419999985024333,-94.58000001497567,1301136048914432.0,1301136048914432.0,1.2121609493931373e-08,2.992612735397415e-08,1.2121609493931373e-08,0.0,9.522859727439936e-06,2.3510272512794472e-05,9.522859727439936e-06,0.0,0.0,0.0,334007336960.0,1.221530793182879e-10,1.2215317646280255e-10,8.10465166978247e-07,5.108514944396347e-09,5.108587330937553e-09,1.409299329679925e-05,4.0,2.0,0.3807332515716553,2.0,4.683475829381223e-12,0.00033301833900623024,0.0,0.0,1.0
0.00430000014603138,-94.56999998539686,1301625809403904.0,1301625809403904.0,1.2126171178294953e-08,2.993739300904963e-08,1.2126171178294953e-08,0.0,9.526443136564922e-06,2.3519121896242723e-05,9.526443136564922e-06,0.0,0.0,0.0,334077755392.0,1.221786560812177e-10,1.2217198086528214e-10,5.462058470584452e-05,5.230693655988716e-09,5.230758937102564e-09,1.2487979802244809e-05,4.0,2.0,0.38117969036102295,2.0,3.3995140036324756e-11,0.002416700590401888,0.0,0.0,1.0
0.004399999976158142,-94.56000000238419,1302130468061184.0,1302130468061184.0,1.2130872306670426e-08,2.994899972463827e-08,1.2130872306670426e-08,0.0,9.530136594548821e-06,2.3528240490122698e-05,9.530136594548821e-06,0.0,0.0,0.0,334148173824.0,1.2220426059972311e-10,1.2218957790022245e-10,0.0001200655460706912,5.3528981247552565e-09,5.352948750925179e-09,9.461842637392692e-06,4.0,2.0,0.3813307583332062,2.0,3.0276892104552644e-11,0.002151918364688754,0.0,0.0,1.0
0.0044999998062849045,-94.55000001937151,1302846385422336.0,1302846385422336.0,1.213752476303398e-08,2.996546655253951e-08,1.213752476303398e-08,0.0,9.53536346059991e-06,2.3541177142760716e-05,9.53536346059991e-06,0.0,0.0,0.0,334218625024.0,1.2222985124044072e-10,1.2222549361506907e-10,3.570294938981533e-05,5.475127906606758e-09,5.475174091884583e-09,8.453558621113189e-06,4.0,2.0,0.28340283036231995,0.0,0.0,9.73658898146823e-05,0.0,0.0,1.0
0.004600000102072954,-94.5399999897927,1303454257512448.0,1303454257512448.0,1.2143190453173247e-08,2.997944648086559e-08,1.2143190453173247e-08,0.0,9.539813618175685e-06,2.3552160200779326e-05,9.539813618175685e-06,0.0,0.0,0.0,334289141760.0,1.2225546963673395e-10,1.2225150058942091e-10,3.247322092647664e-05,5.597383445632431e-09,5.597425634107367e-09,7.559654477518052e-06,4.0,2.0,0.380810022354126,2.0,2.089683981409962e-11,0.0014846115373075008,0.0,0.0,1.0
0.004699999932199717,-94.53000000678003,1303783762034688.0,1303783762034688.0,1.2146274208646446e-08,2.998702797185615e-08,1.2146274208646446e-08,0.0,9.54223742155591e-06,2.3558113753097132e-05,9.54223742155591e-06,0.0,0.0,0.0,334359691264.0,1.2228107415523937e-10,1.2227908963158285e-10,1.629181861062534e-05,5.719664297743066e-09,5.719704709861162e-09,7.049732175801182e-06,4.0,2.0,0.38063564896583557,2.0,8.385847571901195e-12,0.0005956421955488622,0.0,0.0,1.0
0.004800000227987766,-94.51999997720122,1304043070685184.0,1304043070685184.0,1.2148725581084818e-08,2.999298942540918e-08,1.2148725581084818e-08,0.0,9.544161912344862e-06,2.3562799469800666e-05,9.544161912344862e-06,0.0,0.0,0.0,334430273536.0,1.223067064293204e-10,1.2230756685216448e-10,7.047388862702064e-06,5.841971351117081e-09,5.8420122073243874e-09,7.0496830630872864e-06,4.0,2.0,0.3812885582447052,2.0,2.727396086754652e-11,0.0019368550274521112,0.0,0.0,1.0
0.004900000058114529,-94.50999999418855,1304732278718464.0,1304732278718464.0,1.2155152440129768e-08,3.0008841633843986e-08,1.2155152440129768e-08,0.0,9.549211426929105e-06,2.3575254090246744e-05,9.549211426929105e-06,0.0,0.0,0.0,334500888576.0,1.2233233870340143e-10,1.2233668245098528e-10,3.5426506656222045e-05,5.964303273486848e-09,5.964349014675463e-09,7.63171283324482e-06,4.0,2.0,0.38164228200912476,2.0,5.1618154195409716e-11,0.0036648933310061693,0.0,0.0,1.0
0.004999999888241291,-94.50000001117587,1305344445775872.0,1305344445775872.0,1.2160852769227404e-08,3.002292103815307e-08,1.2160852769227404e-08,0.0,9.553689778840635e-06,2.3586315364809707e-05,9.553689778840635e-06,0.0,0.0,0.0,334571536384.0,1.2235798485527027e-10,1.223571521880018e-10,6.881194167362992e-06,6.086661397119997e-09,6.086706250130192e-09,7.339965122810099e-06,4.0,2.0,0.3812319338321686,2.0,1.8380852395694092e-11,0.001304764300584793,0.0,0.0,1.0
0.005100000184029341,-94.48999998159707,1305858499674112.0,1305858499674112.0,1.2165647156336945e-08,3.003474446927612e-08,1.2165647156336945e-08,0.0,9.557455996400677e-06,2.3595603124704212e-05,9.557455996400677e-06,0.0,0.0,0.0,334642216960.0,1.2238364488492692e-10,1.2238264568420476e-10,8.244750461017247e-06,6.2090452779273164e-09,6.209088798669882e-09,7.03278192304424e-06,4.0,2.0,0.38153836131095886,2.0,2.910938157185683e-11,0.0020658972207456827,0.0,0.0,1.0
0.005200000014156103,-94.47999999858439,1306262629253120.0,1306262629253120.0,1.2169420138263831e-08,3.004404192097354e-08,1.2169420138263831e-08,0.0,9.560420039633755e-06,2.3602904548170045e-05,9.560420039633755e-06,0.0,0.0,0.0,334712963072.0,1.2240931879237138e-10,1.2240398972185318e-10,4.347445792518556e-05,6.3314544718195975e-09,6.331492663491645e-09,6.056299298506929e-06,4.0,2.0,0.2840270698070526,0.0,0.0,0.0001556553179398179,0.0,0.0,1.0
