lag_index,lag_fs,dimensionless_weight,equivalent_kernel_1_s,continuous_kernel_1_s
780,1950.0,-1.3937308522905674e-13,-55.7492340916227,-55.696744474461035
781,1952.5,-1.1023700113155238e-13,-44.09480045262095,-44.0431172667714
782,1955.0,-8.2651084093122e-14,-33.0604336372488,-33.00963901939532
783,1957.5,-5.6588706889036453e-14,-22.635482755614582,-22.585651388692483
784,1960.0000000000002,-3.202100069819737e-14,-12.808400279278947,-12.759599669532323
785,1962.5000000000002,-8.917070399806796e-15,-3.5668281599227183,-3.5191189149805857
786,1964.9999999999998,1.2755798469142432e-14,5.102319387656973,5.148883280466367
787,1967.4999999999998,3.3031941102836264e-14,13.212776441134505,13.258147336965461
788,1969.9999999999998,5.19471231475029e-14,20.77884925900116,20.822985578843863
789,1972.5,6.953835871904687e-14,27.815343487618748,27.858209443469253
790,1975.0,8.584373666325443e-14,34.337494665301776,34.37905998773706
791,1977.5,1.0090225498653033e-13,40.36090199461213,40.401141663321425
792,1980.0,1.1475366336871197e-13,45.90146534748479,45.940359325258356
793,1982.5,1.2743831365424194e-13,50.97532546169678,51.01285843235141
794,1985.0000000000002,1.3899701820404611e-13,55.59880728161845,55.63496839226749
795,1987.5000000000002,1.494709159775967e-13,59.788366391038686,59.823148999113286
796,1989.9999999999998,1.5890134620302723e-13,63.56053848121089,63.59393990656992
797,1992.4999999999998,1.6732972948257406e-13,66.93189179302962,66.96391307549138
798,1994.9999999999998,1.7479745617113915e-13,69.91898246845565,69.94962813101101
799,1997.5,1.813457818572269e-13,72.53831274289075,72.56759056087293
800,2000.0,1.8701572976805313e-13,74.80629190722125,74.83421268363436
801,2002.5,1.9184799991398833e-13,76.73919996559533,76.76577731279899
802,2005.0,1.9588288478182849e-13,78.3531539127314,78.37840404064063
803,2007.5,1.9916019138152007e-13,79.66407655260802,79.68801806354537
804,2010.0000000000002,2.0171916944694177e-13,80.68766777877671,80.7103214690779
805,2012.5000000000002,2.0359844558805005e-13,81.43937823522002,81.460766903692
806,2015.0000000000002,2.048359631891796e-13,81.93438527567183,81.95453353894911
807,2017.4999999999998,2.0546892784639177e-13,82.1875711385567,82.20650525340798
808,2019.9999999999998,2.0553375813558585e-13,82.21350325423434,82.2312509468353
809,2022.5,2.0506604150249198e-13,82.0264166009968,82.04300690316278
810,2025.0,2.041004950655954e-13,81.64019802623815,81.65566111861432
811,2027.5,2.026709311236241e-13,81.06837244944964,81.08273951161071
812,2030.0,2.0081022716020348e-13,80.3240908640814,80.33739393149722
813,2032.5,1.9855030013977754e-13,79.42012005591101,79.43239188371415
814,2035.0,1.9592208489083946e-13,78.36883395633578,78.38010788981158
815,2037.5000000000002,1.9295551637482275e-13,77.18220654992909,77.19251640163826
816,2040.0000000000002,1.8967951564169748e-13,75.871806256679,75.88118619011266
817,2042.4999999999998,1.8612197927639119e-13,74.44879171055648,74.45727613021094
818,2044.9999999999998,1.823097721434648e-13,72.92390885738591,72.93153230513279
819,2047.5,1.7826872324113346e-13,71.30748929645338,71.31428635408201
820,2050.0,1.7402362447962249e-13,69.60944979184899,69.61545498963834
821,2052.5,1.695982322029579e-13,67.83929288118316,67.84454061235778
822,2055.0,1.650152712776217e-13,66.00610851104868,66.01063295197393
823,2057.5,1.6029644157603142e-13,64.11857663041256,64.12241166636703
824,2060.0,1.5546242668745513e-13,62.184970674982054,62.18814983135123
825,2062.5,1.505329046937823e-13,60.21316187751292,60.2157182562376
826,2065.0,1.45526560852506e-13,58.2106243410024,58.21259056211647
827,2067.5,1.4046110203427655e-13,56.18444081371062,56.18584896179532
828,2070.0,1.3535327276747943e-13,54.14130910699177,54.14219068237776
829,2072.5,1.3021887274746255e-13,52.087549098985015,52.08793497352699
830,2075.0,1.2507277567320466e-13,50.029110269281865,50.02903064653355
831,2077.5,1.1992894927946412e-13,47.971579711785644,47.97106409139778
832,2080.0,1.1480047643766388e-13,45.920190575065554,45.91926772123515
833,2082.5,1.0969957720399272e-13,43.87983088159709,43.87852879539295
834,2085.0,1.0463763169843407e-13,41.85505267937363,41.85339857476644
835,2087.5,9.962520370359664e-14,39.85008148143866,39.848101764861426
836,2090.0,9.467206487736853e-14,37.86882595094741,37.86654620422131
837,2092.5,8.978721947851674e-14,35.9148877914067,35.91233275785956
838,2095.0,8.497892950937301e-14,33.9915718037492,33.98876537736321
839,2097.5,8.025474018470855e-14,32.101896073883424,32.098861291311984
840,2100.0,7.56215056407898e-14,30.248602256315923,30.24536129160515
841,2102.5,7.108541480339557e-14,28.43416592135823,28.430740083219362
842,2105.0,6.665201733827341e-14,26.660806935309363,26.657216666787605
843,2107.5,6.232624961213469e-14,24.930499844853877,24.926764725244265
844,2110.0,5.811246059676661e-14,23.244984238706646,23.241122987569387
845,2112.5,5.401443765323725e-14,21.6057750612949,21.601805544429148
846,2115.0,5.003543213744646e-14,20.014172854978586,20.010112092216072
847,2117.5,4.617818477242738e-14,18.47127390897095,18.467138083652912
848,2120.0,4.2444950736838266e-14,16.977980294735307,16.973784764744313
849,2122.5,3.8837524423003953e-14,15.535009769201581,15.530769079421846
850,2125.0,3.535726382163742e-14,14.142905528654968,14.138633424739051
851,2127.5,3.200511449404443e-14,12.80204579761777,12.7977552409413
852,2130.0,2.8781633096132206e-14,11.512653238452883,11.508356422144667
853,2132.5,2.5687010421941987e-14,10.274804168776795,10.270512534715971
854,2135.0,2.2721093937696373e-14,9.088437575078549,9.08416183175302
855,2137.5,1.9883409780483816e-14,7.9533639121935265,7.94911405332104
856,2140.0,1.7173184198708362e-14,6.869273679483345,6.86505900329769
857,2142.5,1.458936441431179e-14,5.835745765724717,5.83157489483671
858,2145.0,1.2130638889510355e-14,4.852255555804142,4.848136457549544
859,2147.5,9.795456983418687e-15,3.9181827933674747,3.9141228005604276
860,2150.0,7.582047986411593e-15,3.032819194564637,3.028825026575027
861,2152.5,5.4884395224445425e-15,2.195375808977817,2.191453593060222
862,2155.0,3.5124753117925565e-15,1.4049901247170227,1.4011454175196674
863,2157.5,1.6518322887870532e-15,0.6607329155148213,0.6569707247019646
864,2160.0,-9.596292887145077e-17,-0.03838517154858031,-0.04206036562290438
865,2162.5,-1.7335182207617335e-15,-0.6934072883046934,-0.6969915109322627
866,2165.0,-3.263560794126572e-15,-1.3054243176506288,-1.3089140781667372
867,2167.5,-4.688922662102499e-15,-1.8755690648409995,-1.8789613351376633
868,2170.0,-6.012526766366555e-15,-2.405010706546622,-2.4083028997485476
869,2172.5,-7.237373739325024e-15,-2.8949494957300095,-2.8981394450780686
870,2175.0,-8.366529299633413e-15,-3.346611719853365,-3.349697657836775
871,2177.5,-9.403112273598803e-15,-3.7612449094395215,-3.7642254472147267
872,2180.0,-1.0350283233875869e-14,-4.140113293550347,-4.142987400681664
873,2182.5,-1.1211233745820969e-14,-4.484493498328388,-4.487260482881486
874,2185.0,-1.1989176210910785e-14,-4.795670484364314,-4.7983299733832
875,2187.5,-1.2687334295769343e-14,-5.074933718307737,-5.077485638699135
876,2190.0,-1.3308933934553133e-14,-5.323573573821253,-5.3260181336715435
877,2192.5,-1.385719489175009e-14,-5.542877956700036,-5.545215627044956
878,2195.0,-1.4335322871816292e-14,-5.734129148726517,-5.736360645791802
879,2197.5,-1.474650216152387e-14,-5.898600864609548,-5.900727132539054
880,2200.0,-1.5093888790414033e-14,-6.037555516165613,-6.039577710250319
881,2202.5,-1.538060419433508e-14,-6.1522416777340325,-6.154161148153403
882,2205.0,-1.5609729366696016e-14,-6.243891746678407,-6.245710022764124
883,2207.5,-1.5784299481783648e-14,-6.313719792713459,-6.315438567742649
884,2210.0,-1.5907298974256565e-14,-6.362919589702626,-6.364540706226616
885,2212.5,-1.5981657058760513e-14,-6.392662823504205,-6.394188259216754
886,2215.0,-1.601024367348749e-14,-6.404097469394996,-6.405529323542522
887,2217.5,-1.5995865831428096e-14,-6.398346332571238,-6.399686812905374
888,2220.0,-1.594126436304124e-14,-6.376505745216496,-6.377757155489284
889,2222.5,-1.5849111034084517e-14,-6.339644413633807,-6.340809141632643
890,2225.0,-1.5722006022405142e-14,-6.288802408962057,-6.289882915081725
891,2227.5,-1.5562475737589438e-14,-6.224990295035775,-6.225989101382804
892,2230.0,-1.5372970967499496e-14,-6.149188386999798,-6.150108067024143
893,2232.5,-1.5155865335891418e-14,-6.062346134356567,-6.063189303003421
894,2235.0,-1.491345405550282e-14,-5.965381622201128,-5.96615092657614
895,2237.5,-1.464795296122204e-14,-5.859181184488816,-5.859879295027869
896,2240.0,-1.436149780819827e-14,-5.744599123279308,-5.74522872541405
897,2242.5,-1.405614382002332e-14,-5.622457528009328,-5.623021314318736
898,2245.0,-1.373386547241044e-14,-5.493546188964176,-5.494046851801605
899,2247.5,-1.3396556498104331e-14,-5.358622599241732,-5.35906282382655
900,2250.0,-1.3046030099088596e-14,-5.218412039635439,-5.218794497597752
901,2252.5,-1.2684019352498389e-14,-5.073607740999355,-5.073935084365964
902,2255.0,-1.2312177797004071e-14,-4.9248711188016285,-4.925145974410812
903,2257.5,-1.1932080186801444e-14,-4.7728320747205775,-4.77305703905323
904,2260.0,-1.1545223400721513e-14,-4.6180893602886055,-4.618266994702532
905,2262.5,-1.1153027494359912e-14,-4.461210997743965,-4.461343824098641
906,2265.0,-1.0756836883520908e-14,-4.302734753408363,-4.302825250066425
907,2267.5,-1.035792164766878e-14,-4.143168659067512,-4.143219257259726
908,2270.0,-9.957478942482415e-15,-3.982991576992966,-3.9830046575332982
909,2272.5,-9.556634511015762e-15,-3.8226538044063045,-3.8226316947431607
910,2275.0,-9.156444283372753e-15,-3.6625777133491013,-3.6625226849394377
911,2277.5,-8.757896055212907e-15,-3.503158422085163,-3.503072688077883
912,2280.0,-8.361911235811433e-15,-3.344764494324573,-3.3446502075395137
913,2282.5,-7.969346656801665e-15,-3.187738662720666,-3.187597913909948
914,2285.0,-7.580996433130072e-15,-3.0323985732520287,-3.032233389630436
915,2287.5,-7.197593868153743e-15,-2.8790375472614973,-2.8788498912926634
916,2290.0,-6.819813395203323e-15,-2.727925358081329,-2.727717126506789
917,2292.5,-6.448272548324709e-15,-2.5793090193298838,-2.5790820424283023
918,2295.0,-6.0835339552961295e-15,-2.433413582118452,-2.4331696231822773
919,2297.5,-5.726107346394222e-15,-2.2904429385576885,-2.290183693574951
920,2300.0,-5.376451572752875e-15,-2.15058062910115,-2.150307726630463
921,2302.5,-5.0349766285219265e-15,-2.0139906514087706,-2.01370565263546
922,2305.0,-4.702045671386973e-15,-1.8808182685547892,-1.8805226675167388
923,2307.5,-4.3779770363583285e-15,-1.7511908145433315,-1.750886038515327
924,2310.0,-4.0630462380748326e-15,-1.6252184952299331,-1.624905905255386
925,2312.5,-3.757487957197114e-15,-1.5029951828788455,-1.5026760744384338
926,2315.0,-3.461498006784128e-15,-1.3845992027136511,-1.384274806520397
927,2317.5,-3.175235274856766e-15,-1.2700941099427063,-1.2697655928535627
928,2320.0,-2.8988236396523117e-15,-1.1595294558609246,-1.1591979218952346
929,2322.5,-2.632353854364083e-15,-1.0529415417456331,-1.0526080332009309
930,2325.0,-2.375885398440523e-15,-0.9503541593762093,-0.9500196580326411
931,2327.5,-2.129448292788053e-15,-0.8517793171152213,-0.8514447455196935
932,2330.0,-1.8930448764824534e-15,-0.7572179505929814,-0.7568841734148226
933,2332.5,-1.6666515428423044e-15,-0.6666606171369217,-0.6663284425870155
934,2335.0,-1.450220432958717e-15,-0.5800881731834868,-0.5797583544892966
935,2337.5,-1.2436810850040182e-15,-0.4974724340016073,-0.49714567093071893
936,2340.0,-1.046942037861744e-15,-0.4187768151446976,-0.41845375556993886
937,2342.5,-8.598923878293165e-16,-0.3439569551317266,-0.34363819663126294
938,2345.0,-6.824032973441623e-16,-0.2729613189376649,-0.2726474104236612
939,2347.5,-5.143294548732487e-16,-0.20573178194929947,-0.20542322531921817
940,2350.0,-3.5551048528593634e-16,-0.14220419411437454,-0.14190144591925433
941,2352.5,-2.0577231019967935e-16,-0.08230892407987174,-0.08201239720425701
942,2355.0,-6.492845794967082e-17,-0.025971383179868326,-0.02568144852820817
943,2357.5,6.721867701583329e-17,0.026887470806333316,0.02717048262142858
944,2360.0,1.9087662536972424e-16,0.07635065014788969,0.07662644712005007
945,2362.5,3.0626168469155244e-16,0.12250467387662098,0.12277300092694057
946,2365.0,4.1359781160099765e-16,0.16543912464039906,0.1656997619493307
947,2367.5,5.131155639193493e-16,0.2052462255677397,0.2054989869213465
948,2370.0,6.050510924303698e-16,0.2420204369721479,0.24226516812602145
949,2372.5,6.896451817118267e-16,0.27585807268473067,0.27609464974866227
950,2375.0,7.671423394153572e-16,0.30685693576614287,0.30708526361236493
951,2377.5,8.377899332875971e-16,0.33511597331503884,0.3353359840127573
952,2380.0,9.018373751469016e-16,0.36073495005876066,0.3609466013372342
953,2382.5,9.59535350958781e-16,0.3838141403835124,0.3840174141258824
954,2385.0,1.0111350960885387e-15,0.4044540384354155,0.4046489392052358
955,2387.5,1.0568877147515218e-15,0.4227550859006087,0.42294163950274866
956,2390.0,1.0970435426292457e-15,0.4388174170516983,0.43899566912925797
957,2392.5,1.1318515515738502e-15,0.45274062062954007,0.4529106352979996
958,2395.0,1.1615587952825817e-15,0.4646235181130327,0.4647853766328967
959,2397.5,1.1864098947894005e-15,0.47456395791576017,0.4747177574046344
960,2400.0,1.2066465625907094e-15,0.48265862503628376,0.48280447722123776
961,2402.5,1.2225071641974955e-15,0.4890028656789982,0.4891408956898937
962,2405.0,1.2342263158858634e-15,0.49369052635434535,0.4938208715586181
963,2407.5,1.2420345174021116e-15,0.49681380696084465,0.49693661584017973
964,2410.0,1.2461578183670517e-15,0.4984631273468207,0.49857855841590953
965,2412.5,1.2468175171164423e-15,0.4987270068465769,0.4988352276141636
966,2415.0,1.244229890710668e-15,0.49769195628426716,0.49779314225641874
967,2417.5,1.238605954846225e-15,0.49544238193849,0.49553671566405433
968,2420.0,1.230151252404608e-15,0.49206050096184323,0.49214817111985276
969,2422.5,1.2190656693799659e-15,0.48762626775198636,0.48770746828074124
970,2425.0,1.205543276935908e-15,0.48221731077436314,0.4822922400417983
971,2427.5,1.1897721983530679e-15,0.47590887934122716,0.47597773935610893
972,2430.0,1.171934499643196e-15,0.46877379985727835,0.4688367955206679
973,2432.5,1.1522061026215735e-15,0.4608824410486294,0.4609397794450245
974,2435.0,1.1307567192479153e-15,0.4523026876991661,0.45235457742663626
975,2437.5,1.1077498060661034e-15,0.44309992242644136,0.4431465729650356
976,2440.0,1.0833425375950484e-15,0.43333701503801936,0.4333786361556357
977,2442.5,1.0576857975463854e-15,0.4230743190185542,0.4231111202134828
978,2445.0,1.0309241867697836e-15,0.41236967470791347,0.41240186468713497
979,2447.5,1.0031960468526847e-15,0.4012784187410739,0.4013062049334373
980,2450.0,9.746334983285932e-16,0.3898533993314373,0.389876987434752
981,2452.5,9.453624924763783e-16,0.3781449969905513,0.3781645905516415
982,2455.0,9.155028757220709e-16,0.3662011502888283,0.3662169503155386
983,2457.5,8.851684656844042e-16,0.35406738627376166,0.3540795908779132
984,2460.0,8.544671379358838e-16,0.34178685517435353,0.3417956592446137
985,2462.5,8.235009225819053e-16,0.3294003690327621,0.3294059639363886
986,2465.0,7.923661097917041e-16,0.31694644391668164,0.31694901722909397
987,2467.5,7.611533634464866e-16,0.30446134537859465,0.30446108063970967
988,2470.0,7.2994784210165e-16,0.29197913684066,0.2919762133369423
989,2472.5,6.988293264918332e-16,0.27953173059673325,0.2795263231678889
990,2475.0,6.678723528391028e-16,0.26714894113564114,0.2671412200049226
991,2477.5,6.371463512564369e-16,0.2548585405025747,0.25484867112962745
992,2480.0,6.067157885698839e-16,0.24268631542795358,0.24267445838317306
993,2482.5,5.766403149141404e-16,0.23065612596565616,0.23064243682502678
994,2485.0,5.469749134871344e-16,0.21878996539485376,0.21877459465424057
995,2487.5,5.177700528797897e-16,0.20710802115191587,0.2070911141598118
996,2490.0,4.890718414271785e-16,0.1956287365708714,0.19561043347862095
997,2492.5,4.609221830570603e-16,0.18436887322282414,0.18434930895133844
998,2495.0,4.3335893414081436e-16,0.17334357365632574,0.17332287787833278
999,2497.5,4.06416060880373e-16,0.16256642435214919,0.16254472148906818
1000,2500.0,3.801237967927946e-16,0.15204951871711783,0.15202692794961742
1001,2502.5,3.5450879988138765e-16,0.14180351995255505,0.14178015524393983
1002,2505.0,3.295943091089699e-16,0.13183772364358795,0.13181369377511384
1003,2507.5,3.0540029981490807e-16,0.12216011992596323,0.12213552854326029
1004,2510.0,2.8194363774276256e-16,0.11277745509710503,0.1127524007668815
1005,2512.5,2.592382313699503e-16,0.10369529254798013,0.10366986882422126
1006,2515.0,2.37295182254641e-16,0.0949180729018564,0.09489236840073761
1007,2517.5,2.161229331380292e-16,0.08644917325521169,0.08642327173800121
1008,2520.0,1.9572741356252965e-16,0.07829096542501186,0.07826494588823482
1009,2522.5,1.7611218278774909e-16,0.07044487311509963,0.07041880988728211
1010,2525.0,1.5727856980685155e-16,0.06291142792274063,0.06288539076706247
1011,2527.5,1.39225810285784e-16,0.0556903241143136,0.05566437833654488
1012,2530.0,1.2195118026692257e-16,0.04878047210676903,0.04875467866787176
1013,2532.5,1.0545012649696751e-16,0.042180050598787,0.0421544662316035
1014,2535.0,8.971639325646693e-17,0.03588655730258677,0.035861234632051237
1015,2537.5,7.474214558497894e-17,0.029896858233991578,0.029871845900347596
1016,2540.0,6.051808881191824e-17,0.024207235524767296,0.024182578309267427
1017,2542.5,4.703358431820893e-17,0.01881343372728357,0.018789172679905743
1018,2545.0,3.427676146831782e-17,0.013710704587327129,0.013686877156043966
1019,2547.5,2.2234625665869613e-17,0.008893850266347845,0.008870490427527869
1020,2550.0,1.089316249897235e-17,0.00435726499958894,0.004334403389108765
1021,2552.5,2.374379535520572e-19,9.497518142082288e-05,7.263922612384226e-05
1022,2555.0,-9.748305315507467e-18,-0.003899322126202987,-0.003921108077076646
1023,2557.5,-1.90805556548868e-17,-0.00763222226195472,-0.007653436805691949
