t_fs,I_W_m-2,I_R_continuous_W_m-2,I_R_iir_fp64_W_m-2,I_R_iir_fp32_W_m-2,fp64_error_over_response_peak,fp32_error_over_response_peak,Q_gaussian_dimensionless,p_rot_over_A_gaussian,delta_n_elec,delta_n_rot,rot_over_electronic_peak,rot_over_instantaneous_electronic,eq10_power_density_W_m-3
-227.5,23503968431840.844,873617035808.841,877518834497.0232,877566033920.0,9.319221495943276e-09,9.43195459991756e-09,7.442927421611015e-08,3.1987942425364563e-12,1.8333095376835859e-10,2.0093191823603343e-11,5.152100467590601e-06,nan,138007846.61974117
-225.0,29223732931475.04,1104990486905.5537,1109826938742.186,1109885452288.0,1.1551586722439589e-08,1.169134295732812e-08,9.414152493024704e-08,4.045980175167356e-12,2.279451168655053e-10,2.5414781198827736e-11,6.516610563801984e-06,nan,214652937.71481833
-222.5,36248074555631.3,1394469238025.8464,1400449460252.993,1400521883648.0,1.428341644035586e-08,1.4456395549094452e-08,1.1880415450788712e-07,5.105921687826747e-12,2.827349815339241e-10,3.207279247459447e-11,8.223792942203711e-06,nan,332264532.40180266
-220.0,44852737191027.79,1755792240972.2705,1763168487576.3586,1763257876480.0,1.7617740279732723e-08,1.7831240528947637e-08,1.4958767607919988e-07,6.4289246675602006e-12,3.4985135009001674e-10,4.038322154236222e-11,1.0354672190349287e-05,nan,511852521.28210586
-217.5,55366582504284.51,2205727975359.83,2214803679978.4453,2214913638400.0,2.1676797890368285e-08,2.1939427248698875e-08,1.8792070849694944e-07,8.076387775165243e-12,4.3185934353341914e-10,5.0731743433276094e-11,1.3008139341865665e-05,0.11747283969404324,784727765.5989301
-215.0,68180666218764.93,2764688989631.11,2775828118680.2544,2775963402240.0,2.6605168327952724e-08,2.6928285320597033e-08,2.3554233319293973e-07,1.0123052619100986e-11,5.318091965063665e-10,6.358784676151553e-11,1.630457609269629e-05,0.11956891151797579,1197308518.702757
-212.5,83758621388551.86,3457458726129.9688,3471096615968.587,3471262613504.0,3.257331459162668e-08,3.296979014660103e-08,2.945640172638745e-07,1.2659665063321846e-11,6.533172468307045e-10,7.952155070098929e-11,2.039014120538187e-05,0.12171965624167257,1818048850.0388813
-210.0,102648488190150.72,4314048441590.914,4330704308674.5557,4330907238400.0,3.978157946220434e-08,4.026626542646349e-08,3.675426202551891e-07,1.579611288624637e-11,8.006582078831756e-10,9.922311415659102e-11,2.5441824142715646e-05,0.12392693059242167,2747368778.9071374
-207.5,125496135175901.97,5370704301413.397,5390995629241.048,5391243018240.0,4.846466811458387e-08,4.9055542493592084e-08,4.57566195253326e-07,1.966511330885507e-11,9.788698543720353e-10,1.2352619893250816e-10,3.167338434166876e-05,0.1261926683928301,4131804679.722875
-205.0,153060420518025.16,6671087171158.104,6695746191968.973,6696046952448.0,5.889665130740603e-08,5.961500039337274e-08,5.683545032085972e-07,2.4426532862654374e-11,1.1938712800405962e-09,1.5343500493663638e-10,3.934230895811189e-05,0.12851888432345823,6184056771.496138
-202.5,186230243010807.9,8267650243411.268,8297542745546.276,8297907224576.0,7.139652009926867e-08,7.22670572745742e-08,7.04376382175307e-07,3.0272431642136545e-11,1.4525958954843016e-09,1.9015595559845917e-10,4.875793733293825e-05,0.13090767789555152,9211225669.911037
-200.0,226043630929514.2,10223242408143.953,10259389111166.504,10259830669312.0,8.633431879392198e-08,8.73889549989316e-08,8.709863491489987e-07,3.743293412879492e-11,1.7631403212502107e-09,2.3513457538731094e-10,6.0290916765977166e-05,0.13336123764703045,13654349598.94398
-197.5,273709011657851.47,12612968178584.814,12656568926985.18,12657101897728.0,1.041378769649427e-07,1.0541084689500177e-07,1.0745830595826165e-06,4.618303940650368e-11,2.1349302909312416e-09,2.9009826810745073e-10,7.438417130960276e-05,0.13588184557581592,20143437505.46237
-195.0,330628795638889.75,15526337993002.363,15578799024827.957,15579440218112.0,1.2530015373914688e-07,1.2683160697731777e-07,1.3227925059671637e-06,5.6850494603402495e-11,2.57890460598334e-09,3.5710577383905436e-10,9.156558303565496e-05,0.13847188182553555,29573614785.332092
-192.5,398425393992340.2,19069745787081.477,19132710335284.945,19133479518208.0,1.503871978011989e-07,1.5222434692233493e-07,1.6246790987816434e-06,6.982486665209414e-11,3.1077180731402535e-09,4.38604153102874e-10,0.00011246260335971128,0.14113382963972598,43209847870.5921
-190.0,478969769369586.5,23369313822954.02,23444696303696.61,23445618294784.0,1.8004671462974763e-07,1.8224883725250182e-07,1.9909880364919685e-06,8.556795877919444e-11,3.735964201082775e-09,5.374942179279425e-10,0.00013781903023793397,0.14387028060176899,62830100449.8828
-187.5,574412593579237.6,28574147809319.4,28664171841883.906,28665276530688.0,2.150172180762883e-07,2.176557036754094e-07,2.4344226309900605e-06,1.0462572929706093e-10,4.480418229918054e-09,6.572053996143462e-10,0.00016851420502931954,0.14668394017903244,90919827056.44026
-185.0,687218052519026.2,34860048280135.01,34967288766408.332,34968606605312.0,2.5613772641338667e-07,2.5928530875187336e-07,2.969960504749981e-06,1.2764188101002034e-10,5.360300809648405e-09,8.017811104431053e-10,0.00020558490011361676,0.14957763359099546,130934580506.68187
-182.5,820200298343760.6,42433726931711.98,42561156398247.586,42562727444480.0,3.0435794326141455e-07,3.0811029672459506e-07,3.615212808765567e-06,1.5537329955207678e-10,6.397562327081333e-09,9.759757194293756e-10,0.00025025018446907065,0.15255431202256545,187652371829.83972
-180.0,976562500000000.0,51537579050674.695,51688618421970.78,51690480861184.0,3.607488412919614e-07,3.6519717011099686e-07,4.390830817585461e-06,1.8870752788025856e-10,7.6171875e-09,1.185364318165518e-09,0.00030393956876038924,0.1556170592053193,267643469734.8264
-177.5,1159938385780205.2,62455065185049.38,62633639111701.96,62635848499200.0,4.2651354128446813e-07,4.3179053610405124e-07,5.32096442984226e-06,2.2868247154338892e-10,9.047519409085601e-09,1.436466499256136e-09,0.00036832474339900924,0.1587690983910599,379892774263.14276
-175.0,1374436105038051.5,75516756690539.55,75727353499198.02,75729962270720.0,5.029983510352196e-07,5.092292515989305e-07,6.4337772287459295e-06,2.765085347644038e-10,1.0720601619296801e-08,1.7368854038824096e-09,0.0004453552317647204,0.16201379974385594,536618971250.0352
-172.5,1624684160475329.5,91107100582818.9,91354836845298.67,91357913808896.0,5.917037979480295e-07,5.99052948324574e-07,7.762022825064434e-06,3.3359339029908787e-10,1.267253645170757e-08,2.095463313404835e-09,0.0005372982854884192,0.16535468817866214,754345598468.111
-170.0,1915879077478348.0,109671959090387.48,109962648725899.16,109966270660608.0,6.942954561221464e-07,7.029462386183815e-07,9.343687202023146e-06,4.0156958590124027e-10,1.4943856804331113e-08,2.5224550590789124e-09,0.0006467833484817725,0.16879545167669435,1055292147486.127
-167.5,2253834383111247.5,131726978265396.73,132067205991800.25,132071452311552.0,8.126143337478745e-07,8.227564239661663e-07,1.1222701693193762e-05,4.823251864267409e-10,1.757990818826773e-08,3.029720500104125e-09,0.000776851410283109,0.17233995010998202,1469168573194.6477
-165.0,2645030365111119.0,157866837796126.0,158264036632804.97,158268991209472.0,9.486865501681693e-07,9.605202712462313e-07,1.3449731035841522e-05,5.78037642503324e-10,2.063123684786673e-08,3.630937269310898e-09,0.0009310095562335637,0.1759922246099529,2035474214802.1968
-162.5,3096663971442148.0,188775430591391.44,189237962987392.72,189243741700096.0,1.104731994615902e-06,1.1185341171616932e-06,1.608304063775762e-05,6.91211063608671e-10,2.4153978977248754e-08,4.341834903602003e-09,0.0011132910009235906,0.17975650751752692,2806422187245.322
-160.0,3616698094872225.5,225237015586680.47,225774257603173.1,225780978155520.0,1.2831716212797404e-06,1.2992232735819453e-06,1.9189446759355038e-05,8.247170546504999e-10,2.8210245140003357e-08,5.180451358493651e-09,0.0013283208611522181,0.18363723295504245,3850632688971.0864
-157.5,4213909366238743.5,268148380366579.56,268770808182780.16,268778600398848.0,1.4866329987700954e-06,1.505244258161931e-06,2.2845352728763697e-05,9.818392500415685e-10,3.28684930566622e-08,6.1674127484313305e-09,0.0015813878842131617,0.1876390480634232,5257763119815.197
-155.0,4897933456576808.0,318532041424625.4,319251319261946.0,319260354150400.0,1.717953697461713e-06,1.739533008293147e-06,2.7137873560192852e-05,1.1663216471381043e-09,3.8203880961299105e-08,7.326236952766384e-09,0.0018785222955811241,0.19176682495131664,7144268903798.387
-152.5,5679306764517368.0,377550499016349.7,378379567387949.4,378389974220800.0,1.980182066701645e-06,2.0050381877260267e-06,3.21660504201362e-05,1.3824208011260984e-09,4.429859276323547e-08,8.683661477376043e-09,0.002226579865993857,0.1960256734065565,9660515659351.846
-150.0,6569503244169645.0,446521550445997.1,447474713440010.5,447486703435776.0,2.2765749268026275e-06,2.3052123412885534e-06,3.8042155268615754e-05,1.6349618954175763e-09,5.1242125304523234e-08,1.0269995660257934e-08,0.0026333322205789574,0.2004209544242183,12999489680300.838
-147.5,7580965013335252.0,526934650126564.0,528027660223575.06,528041398763520.0,2.6105916797296224e-06,2.6434053913046254e-06,4.489308468204117e-05,1.9293986448618625e-09,5.9131527104014965e-08,1.2119496952910972e-08,0.003107563321259224,0.20495829460978138,17407377976331.877
-145.0,8727125276001923.0,620468286760806.9,621718425472680.8,621734164168704.0,2.9858843286539323e-06,3.023475297850326e-06,5.286184033140258e-05,2.2718769231982075e-09,6.8071577152815e-08,1.4270770595498558e-08,0.003659171947563733,0.209643601520527,23196309263361.92
-142.5,1.0022422000615456e+16,729008327439284.2,730434479841160.5,730452470005760.0,3.4062828921212363e-06,3.449251364369435e-06,6.210909183858797e-05,2.669301930925458e-09,7.817489160480055e-08,1.676719153110354e-08,0.004299279879770138,0.2144830800133006,30759560629525.996
-140.0,1.1482300720903108e+16,854667255317886.5,856289976332343.8,856310513926144.0,3.875775704587689e-06,3.9248285647975035e-06,7.281481576270956e-05,3.1294086350595223e-09,8.956194562304425e-08,1.965734687231139e-08,0.005040345351874716,0.2194832496722086,40589537877476.55
-137.5,1.3123204773500182e+16,999804201852532.8,1001645771939921.2,1001669118656512.0,4.3984841136620475e-06,4.454246401903929e-06,8.518000228006568e-05,3.6608351182032584e-09,1.0236099723330142e-07,2.2995496642608253e-08,0.005896281190412373,0.2246509633957245,53298826903444.9
-135.0,1.4962551260915218e+16,1167045646425845.8,1169130114143251.5,1169156669964288.0,4.978631116588279e-06,5.042058166014314e-06,9.942841872368597e-05,4.273198371306821e-09,1.167078998351387e-07,2.6842049867794455e-08,0.006882576889178066,0.22999342722910335,69644584490269.414
-132.5,1.701869103405997e+16,1359306625761882.2,1361659834481532.5,1361689853296640.0,5.620503525983405e-06,5.692201737344199e-06,0.00011580841655512813,4.977171953043504e-09,1.3274579006566776e-07,3.126405239252329e-08,0.008016423690390588,0.23551822153499058,90556484641900.28
-130.0,1.931085103014513e+16,1579812263029124.8,1582461858962239.8,1582495732596736.0,6.328407318972329e-06,6.409312544477504e-06,0.00013459476557265448,5.784564819740792e-09,1.5062463803513199e-07,3.633568204966987e-08,0.009316841551197403,0.2412333236027088,117168355789731.89
-127.50000000000001,2.185905738341108e+16,1832119392300583.0,1835094810861805.2,1835132956704768.0,7.1066159049043745e-06,7.197725054332314e-06,0.00015609049624351794,6.708400504466429e-09,1.7050064759060642e-07,4.213874602291341e-08,0.010804806672541899,0.2471471318049997,150853529427791.84
-125.0,2.4684037851701892e+16,2120138018481146.5,2123470445959526.0,2123513301303296.0,7.959311146484165e-06,8.061668667410875e-06,0.00018062872801860342,7.762995693669268e-09,1.9253549524327476e-07,4.876317442506637e-08,0.012503378057709326,0.25326849141999785,193263766698480.28
-122.50000000000001,2.7807102274486324e+16,2448152316425832.5,2451874623908350.5,2451922741100544.0,8.890517086557579e-06,9.005442229459557e-06,0.00020857445838766178,8.964037116543591e-09,2.1689539774099334e-07,5.630750327779415e-08,0.014437821353280552,0.25960672224605713,246371431387521.22
-120.0,3.125e+16,2820840836348606.5,2824987482878985.5,2825041045618688.0,9.904026468364418e-06,1.0031957987929745e-05,0.0002403262843131329,1.0328655528185075e-08,2.4375e-07,6.487933923601796e-08,0.016635728009235372,0.26617164814776595,312514331915178.8
-117.5,3.5034753492204932e+16,3243295546441085.5,3247902448497540.5,3247962180288512.0,1.1003320290268997e-05,1.1145986233568119e-05,0.00027631802459810665,1.1875495435130206e-08,2.7327107723919845e-07,7.459579756814497e-08,0.019127127581575636,0.27297362868317787,394442358981357.7
-114.99999999999999,3.918346765261447e+16,3721039308651975.5,3726143673198994.0,3726210278359040.0,1.2191480804425259e-05,1.2350563393981052e-05,0.00031702020876477516,1.3624779083832191e-08,3.056310476903929e-07,8.558390409899544e-08,0.021944590794614218,0.2800235929750591,495364699432813.5
-112.5,4.371811476682222e+16,4260041350669016.5,4265681469286522.5,4265755344371712.0,1.3471098552349677e-05,1.364754493949872e-05,0.0003629413952159834,1.5598363112128053e-08,3.4100129518121336e-07,9.798095106538739e-08,0.025123320785996765,0.28733307600288965,618996013377063.9
-110.0,4.866029540852793e+16,4866730267215194.0,4872945269137932.0,4873026944368640.0,1.4844174224347731e-05,1.5039250809924913e-05,0.00041462927890254973,1.7819786154161358e-08,3.7955030418651784e-07,1.1193479614594947e-07,0.028701229781012687,0.2949142575075969,769599526756848.1
-107.5,5.403097610117712e+16,5548004057795896.0,5554833620110590.0,5554923869569024.0,1.631201633332641e-05,1.652757196811166e-05,0.00047267154650603447,2.0314305594115808e-08,4.2144161358918153e-07,1.276040933293056e-07,0.03271899828956554,0.3027800037176519,952024525830370.2
-105.0,5.9850205043660856e+16,6311236687033521.0,6318720700782700.0,6318819773513728.0,1.7875135900406096e-05,1.8111765413726293e-05,0.0005376964353574923,2.3108921587221846e-08,4.6683159934055466e-07,1.45158443801771e-07,0.0372201137953259,0.3109439121233899,1171735258262423.8
-102.5,6.6136807744855e+16,7164280638741486.0,7172458830271337.0,7172567467032576.0,1.9533139557857357e-05,1.979261220662689e-05,0.0006103729510361073,2.623238641163155e-08,5.15867100409869e-07,1.6477845469105419e-07,0.04225088581821902,0.31942035954635156,1434827767886484.2
-100.0,7.290806497350728e+16,8115464926964107.0,8124376434527121.0,8124495428583424.0,2.1284622677750516e-05,2.1568833129393532e-05,0.0006914106979163868,2.9715197185737638e-08,5.686829067933568e-07,1.8665569332017448e-07,0.04786043418466013,0.32822455377228327,1748030741978819.0
-97.5,8.017937600492365e+16,9173588027360574.0,9183270933737736.0,9183400288059392.0,2.312706432716895e-05,2.343601967604969e-05,0.0007815592769455187,3.3589569986068035e-08,6.253991328384044e-07,2.109925246292932e-07,0.05410064734084442,0.3373725890403675,2118686061576741.0
-95.0,8.796391072243533e+16,1.0347905201507454e+16,1.0358396024242768e+16,1.0358535552499712e+16,2.5056726027711982e-05,2.5389981235199325e-05,0.0008816072057159814,3.78893934345598e-08,6.861185036349956e-07,2.3800181963467146e-07,0.06102610759863371,0.3468815057074816,2554704452138067.0
-92.5,9.627225469682002e+16,1.164810970582149e+16,1.1659442847554428e+16,1.1659593889349632e+16,2.706855645168395e-05,2.7429311082340393e-05,0.0009923803175280847,4.2650159894051974e-08,7.509235866351961e-07,2.679065232338943e-07,0.06869398031638316,0.35676935443505403,3064491472621334.0
-90.0,1.0511205190671432e+17,1.308430740663895e+16,1.3096514568965974e+16,1.3096679209172992e+16,2.915610431338514e-05,2.9549337967644604e-05,0.001114739598678916,4.790887252007755e-08,8.198740048723717e-07,3.0093907035269585e-07,0.07716386419299893,0.3670552652776721,3656839097220132.5
-87.5,1.1448765026281248e+17,1.4666984364162976e+16,1.4680093929443514e+16,1.4680272305913856e+16,3.1311441806285945e-05,3.173748373454239e-05,0.0012495784267221573,5.37039265677996e-08,8.930036720499373e-07,3.3734064037574844e-07,0.08649760009634576,0.3777595220872554,4340778377410741.5
-85.0,1.243997555430442e+17,1.6406967000968032e+16,1.6421003387496112e+16,1.642119542341632e+16,3.352510098843464e-05,3.398376772616666e-05,0.0013978191769567618,6.007496354691742e-08,9.703180932357447e-07,3.7736024102226475e-07,0.09675903615955507,0.3889036426847116,5125389162771043.0
-82.5,1.3484509971963998e+17,1.8315374535790096e+16,1.833035753276131e+16,1.833056608452608e+16,3.578602552477129e-05,3.6284139406230476e-05,0.0015604091699436232,6.706269705551371e-08,1.0517917778131918e-06,4.212536143231722e-07,0.10801374726235186,0.400510465292866,6019563642718299.0
-80.0,1.4581612994701453e+17,2.0403563440462868e+16,2.0419507530156108e+16,2.0419728371613696e+16,3.808154015032296e-05,3.8609007255425796e-05,0.0017383159394207433,7.470870940623597e-08,1.1373658135867133e-06,4.69281959130646e-07,0.1203287074693964,0.4126042417705108,7031721575697607.0
-77.5,1.5730072466749728e+17,2.268306376686092e+16,2.2699977442402924e+16,2.270021212438528e+16,4.039734012004754e-05,4.0957864521602846e-05,0.0019325218075699508,8.305521848408502e-08,1.2269456524064787e-06,5.217104666378012e-07,0.13377191452251314,0.42521073823811234,8169476514179337.0
-75.0,1.6928194336711158e+17,2.5165507291084076e+16,2.518339237904783e+16,2.5183641671827456e+16,4.271750275417745e-05,4.331292420369815e-05,0.002144017763139711,9.214481464260648e-08,1.3203991582634705e-06,5.788066676949338e-07,0.14841196607562404,0.4383573437415352,9439254115410896.0
-72.5,1.817378164645559e+17,2.7862547533078468e+16,2.7881398530959652e+16,2.788166281776333e+16,4.502452297357103e-05,4.5655756786164005e-05,0.0023737966473820838,1.0202016785157085e-07,1.417554968423536e-06,6.408385932608048e-07,0.164317588015591,0.4520731876616269,1.084586573392379e+16
-70.0,1.9464118163411168e+17,3.078577183035773e+16,3.080557526965109e+16,3.0805852646539264e+16,4.729937444370474e-05,4.796187316938141e-05,0.0026228456630253663,1.1272370575032775e-07,1.5182012167460712e-06,7.080727520982278e-07,0.1815571159226225,0.46638926664531677,1.2392042886681416e+16
-67.5,2.0795957254084208e+17,3.3946605773081796e+16,3.396733961921769e+16,3.396763147619533e+16,4.95215976130237e-05,5.021868119860224e-05,0.002892138232459733,1.2429726373187325e-07,1.6220846658185683e-06,7.807719327808813e-07,0.20019793148227727,0.4813385819086532,1.4077940807466354e+16
-65.0,2.216551655005393e+17,3.7356210442796776e+16,3.737784354357383e+16,3.737815118931558e+16,5.166941554316056e-05,5.240420968268248e-05,0.0031826252428186694,1.3678170867714811e-07,1.7289102909042065e-06,8.591928401843258e-07,0.22030585645751946,0.49695628784474105,1.5900622082265392e+16
-62.5,2.3568478896714154e+17,4.1025373036685544e+16,4.104786463102629e+16,4.10481878588457e+16,5.371987798682327e-05,5.449188902158971e-05,0.00349522572752785,1.5021653847003888e-07,1.838341353943704e-06,9.435835798437675e-07,0.2419445076522481,0.5132798529606831,1.78535341774953e+16
-60.0,2.5e+17,4.496439160101242e+16,4.498769089985633e+16,4.498802578397594e+16,5.564903368393591e-05,5.6448885120544714e-05,0.0038308170459768922,1.646394599428867e-07,1.95e-06,1.0341810068232856e-06,0.26517461713417584,0.5303492342683517,1.992599741196641e+16
-57.49999999999999,2.6454723097942006e+17,4.918295473912831e+16,4.920700059004597e+16,4.920735011595878e+16,5.743213032460789e-05,5.826695284119999e-05,0.0041902246350403296,1.8008594842108804e-07,2.0634684016394767e-06,1.1312079589999511e-06,0.2900533228205003,0.5482070663651445,2.2102722437460892e+16
-55.0,2.7926800883206138e+17,5.36900172983097e+16,5.371473794495898e+16,5.371509868173722e+16,5.9043841073952276e-05,5.9905440097073e-05,0.004574211418008556,1.965887925439855e-07,2.178290468890079e-06,1.234870397861123e-06,0.3166334353490059,0.5668988665640795,2.436337842459568e+16
-52.5,2.940992479125703e+17,5.849367317306399e+16,5.8518986119908584e+16,5.85193631996969e+16,6.045851598501862e-05,6.135914934664396e-05,0.004983466967851277,2.141776285275511e-07,2.2939741337180485e-06,1.3453544829804719e-06,0.34496268794371077,0.5864732575689229,2.6682234736743588e+16
-50.0,3.089736164823223e+17,6.360102648748662e+16,6.362683847925604e+16,6.362722607090893e+16,6.16504560522874e-05,6.257619639716531e-05,0.005418596532381541,2.328784684918824e-07,2.409994208562114e-06,1.4628236092121923e-06,0.37508297672107493,0.6069822093410605,2.902789975344974e+16
-47.5,3.238199754517941e+17,6.901806253291587e+16,6.904426965710572e+16,6.904467447978394e+16,6.25942070862367e-05,6.356110274292509e-05,0.005880110038571946,2.527132278927088e-07,2.525795808523994e-06,1.5874154382570651e-06,0.40702959955309365,0.628481301972192,3.136318052533891e+16
-45.0,3.3856388673422317e+17,7.474951993664184e+16,7.477600785594498e+16,7.477641141551104e+16,6.32648700457674e-05,6.422874883181243e-05,0.00636841120175258,2.73699257460467e-07,2.640798316526941e-06,1.7192389585427625e-06,0.44083050219045194,0.6510300115624991,3.3645085975449404e+16
-42.5,3.531281872216554e+17,8.07987656200395e+16,8.082540993997403e+16,8.082582131231949e+16,6.363842394808995e-05,6.462096310784249e-05,0.006883786872458645,2.958488853529971e-07,2.7543998603289124e-06,1.8583716092609087e-06,0.47650554083613045,0.6746920213098595,3.5824994309182904e+16
-40.0,3.674336230688997e+17,8.716767416763006e+16,8.719434094281078e+16,8.719475959608115e+16,6.369205701061647e-05,6.469198624027594e-05,0.007426396759074535,3.19168975459083e-07,2.8659822599374176e-06,2.0048565058554916e-06,0.5140657707321773,0.6995355602442809,3.784900209984825e+16
-37.5,3.813995376861345e+17,9.385651326989168e+16,9.38830596504039e+16,9.38834839648338e+16,6.340450127739959e-05,6.441795186059546e-05,0.007996263667941232,3.436605079413422e-07,2.974916393951849e-06,2.158699805207509e-06,0.5535127705660279,0.725633772295669,3.965846817234297e+16
-35.0,3.9494460562723046e+17,1.0086383692011438e+17,1.0089011193732134e+17,1.0089053412969677e+17,6.27563656482381e-05,6.376474782653744e-05,0.008593264404082533,3.6931818817095096e-07,3.0805679238923975e-06,2.319868249162631e-06,0.5948380126058028,0.7530651186653279,4.119075996402224e+16
-32.5,4.0798760344815654e+17,1.0818638803756114e+17,1.082122335264481e+17,1.082126630953943e+17,6.173046198873247e-05,6.27564626815966e-05,0.00921712147502132,3.961300901772815e-07,3.1823033068956212e-06,2.4882869248639062e-06,0.6380222884266427,0.7819138167855103,4.238020361070635e+16
-30.0,4.204482076268573e+17,1.1581901215443677e+17,1.1584426380730266e+17,1.1584469113136742e+17,6.031211884627328e-05,6.133275776908122e-05,0.009867395737195549,4.240773406082461e-07,3.279496019489487e-06,2.6638372795520457e-06,0.6830351998851399,0.8122703195007142,4.31592317611308e+16
-27.5,4.3224780880941696e+17,1.237545837419248e+17,1.2377907228592253e+17,1.2377950577177395e+17,5.848947725550102e-05,5.9524833250932914e-05,0.010543480119180928,4.531338489692472e-07,3.3715329087134522e-06,2.8463554260642706e-06,0.7298347246318643,0.8442318384934333,4.345971529933709e+16
-25.0,4.4331033100107866e+17,1.3198394666060637e+17,1.3200749914934786e+17,1.3200792437653504e+17,5.62537631752837e-05,5.7269393826723284e-05,0.011244594548264089,4.832660895792868e-07,3.4578205818084135e-06,3.0356307731939468e-06,0.7783668649215248,0.8779029164105256,4.321445704023688e+16
-22.5,4.535630438750997e+17,1.4049587010323858e+17,1.4051831131047203e+17,1.4051873708100813e+17,5.359953128242283e-05,5.461645969145196e-05,0.011969782196913416,5.144329402531567e-07,3.5377917422257776e-06,3.2314050123744873e-06,0.8285653877883301,0.9133960526295624,4.235881739199351e+16
-20.0,4.6293735614364525e+17,1.492770212540366e+17,1.492981751553136e+17,1.4929859512683725e+17,5.052487513020496e-05,5.152795293191693e-05,0.012717907153440556,5.465855821919769e-07,3.610911377920433e-06,3.433371488842842e-06,0.8803516638058569,0.9508323881435611,4.083243431410603e+16
-17.5,4.7136957793428314e+17,1.5831195571972086e+17,1.5833164704605094e+17,1.5833206240156058e+17,4.7031599086524635e-05,4.802365180455564e-05,0.013487653606757364,5.796674649459768e-07,3.6766827078874084e-06,3.6411749815535802e-06,0.9336346106547642,0.9903424556441449,3.85809930207729e+16
-15.0,4.7880164034928685e+17,1.6758312659567706e+17,1.676011824414589e+17,1.6760159825874125e+17,4.312534797024606e-05,4.4118503605791075e-05,0.01427752661878268,6.136143396107122e-07,3.7346527947244373e-06,3.854411911700572e-06,0.9883107465898903,1.032067001555086,3.555799515950234e+16
-12.5,4.8518176085345645e+17,1.7707091281817786e+17,1.7708716428424125e+17,1.7708754892803277e+17,3.8815690911289064e-05,3.97343904590313e-05,0.015085854539957587,6.483543626402003e-07,3.7844177346569603e-06,4.072630994818091e-06,1.0442643576456643,1.0761578875190574,3.1726472984642704e+16
-10.0,4.904650438344575e+17,1.8675366722376992e+17,1.867679510751991e+17,1.8676831931387085e+17,3.4116156655362e-05,3.499567351914798e-05,0.0159107931037458,6.838082718188667e-07,3.825627341908768e-06,4.295334346146709e-06,1.1013677810632587,1.1227790796799313,2.7060591649074868e+16
-7.5,4.946140065969877e+17,1.9660778449313098e+17,1.9661994481069792e+17,1.966202870961275e+17,2.9044218301317915e-05,2.9861747340588862e-05,0.016750331215224963,7.198896350415139e-07,3.857989251456504e-06,4.521979043342013e-06,1.1594818059851315,1.1721077350422457,2.1547082394772396e+16
-5.0,4.975990221721769e+17,2.0660778890280182e+17,2.0661767870634422e+17,2.066180088885412e+17,2.362122629292479e-05,2.440984745803183e-05,0.01760229842724321,7.565051716208551e-07,3.8812723729429795e-06,4.751979144764442e-06,1.2184561909652416,1.2243353952408262,1.5186451292652314e+16
-2.5,4.993986716250906e+17,2.167264415483755e+17,2.1673392437032448e+17,2.1673422023871693e+17,1.7872289354284895e-05,1.857895397314972e-05,0.018464374075479267,7.935551448908015e-07,3.895309638675707e-06,4.984708155612637e-06,1.2781302963109324,1.2796692992311887,7993912327163078.0
0.0,5e+17,2.2693486644135286e+17,2.2693981782886406e+17,2.269400761462948e+17,1.1826103962994822e-05,1.2443080272006852e-05,0.019334098021476395,8.309338239166614e-07,3.9e-06,5.219501928151116e-06,1.3383338277310552,1.3383338277310552,-0.0
2.5,4.993986716250906e+17,2.3720269462347005e+17,2.372050035482371e+17,2.3720520260255744e+17,5.514733855102963e-06,5.990163637450076e-06,0.020208882930705118,8.685300111772506e-07,3.895309638675707e-06,5.455661976339811e-06,1.3988876862409774,1.400572093723101,-8749174909345848.0
5.0,4.975990221721769e+17,2.4749822519140493e+17,2.4749779534723366e+17,2.4749797146833715e+17,-1.0266580520625472e-06,-6.0600293766984e-07,0.021086027991334227,9.062276321652351e-07,3.8812723729429795e-06,5.692459179402314e-06,1.459604917795465,1.4666476949892593,-1.8192052496410964e+16
7.5,4.946140065969877e+17,2.577886018858443e+17,2.577853528554238e+17,2.5778548329414656e+17,-7.760122075805196e-06,-7.4485766973479245e-06,0.021962733959033656,9.439063819771911e-07,3.857989251456504e-06,5.929137843374419e-06,1.5202917547113894,1.5368466465104833,-2.8252148100786564e+16
10.0,4.904650438344575e+17,2.6804000367625e+17,2.68033871950249e+17,2.6803394527730074e+17,-1.4645274480396216e-05,-1.4470137039575253e-05,0.02283611939416451,9.81442423149645e-07,3.825627341908768e-06,6.16492008455375e-06,1.5807487396291666,1.6114795126589117,-3.883897538894662e+16
12.5,4.8518176085345645e+17,2.7821784757032352e+17,2.7820878740394538e+17,2.7820882588073984e+17,-2.1639685697715385e-05,-2.154778608968334e-05,0.023703237940472844,1.018709128256482e-06,3.7844177346569603e-06,6.399010494117441e-06,1.6407719215685748,1.6908837614612546,-4.984935630759993e+16
15.0,4.7880164034928685e+17,2.8828700169883885e+17,2.8827498579323584e+17,2.882749750921134e+17,-2.8699298640890552e-05,-2.872485765563446e-05,0.024561096479210787,1.0555778601301526e-06,3.7346527947244373e-06,6.6306010390732935e-06,1.7001541125828958,1.7754263658564637,-6.116909273143484e+16
17.5,4.7136957793428314e+17,2.982120065754054e+17,2.981970265738564e+17,2.98196968021164e+17,-3.5778871131269674e-05,-3.5918720865410195e-05,0.02540667397973453,1.0919187820158084e-06,3.6766827078874084e-06,6.858876151234324e-06,1.7586861926241857,1.865506679844935,-7.267496186305518e+16
