IR_normalized,I_normalized,case,parameter_set,phase_ratio_nRIR_over_n2I,t_fs
1.5056296312586857e-09,5.2846709609160506e-08,120fs,P1_implemented,0.08401047389040271,185.0
2.0236892241942895e-09,7.011872480215313e-08,120fs,P1_implemented,0.08510264205240603,187.5
2.7137221513740825e-09,9.281214791970836e-08,120fs,P1_implemented,0.08621717517530962,190.0
3.630641328810675e-09,1.2255481950771666e-07,120fs,P1_implemented,0.08735468172222419,192.5
4.846165510913462e-09,1.6143984162055177e-07,120fs,P1_implemented,0.08851579065640792,195.0
6.453727091068196e-09,2.12151354022876e-07,120fs,P1_implemented,0.08970115226089041,197.5
8.574739769470074e-09,2.7812219609644966e-07,120fs,P1_implemented,0.09091143899587804,200.0
1.136658094042825e-08,3.637309433804842e-07,120fs,P1_implemented,0.09214734639591966,202.5
1.5032729961336436e-08,4.745474073144734e-07,120fs,P1_implemented,0.09340959400890371,205.0
1.9835609047937476e-08,6.176375874553556e-07,120fs,P1_implemented,0.09469892637910927,207.5
2.6112802250164838e-08,8.019413139855534e-07,120fs,P1_implemented,0.09601611407661012,210.0
3.429748431401116e-08,1.0387384664343275e-06,120fs,P1_implemented,0.09736195477554409,212.5
4.49440804876093e-08,1.3422227588262222e-06,120fs,P1_implemented,0.09873727438382382,215.0
5.876040658106285e-08,1.7302057032589052e-06,120fs,P1_implemented,0.1001429282270819,217.5
7.664781286840265e-08,2.224977568771578e-06,120fs,P1_implemented,0.10157980228978952,220.0
9.975118378357802e-08,2.85435700942494e-06,120fs,P1_implemented,0.1030488145166391,222.5
1.2952103699175653e-07,3.6529666164343784e-06,120fs,P1_implemented,0.10455091617753215,225.0
1.6779043070885857e-07,4.663778026766443e-06,120fs,P1_implemented,0.106087093299628,227.5
2.1686993879091852e-07,5.939977466861306e-06,120fs,P1_implemented,0.10765836817021648,229.99999999999997
2.7966460218296846e-07,7.547210794021455e-06,120fs,P1_implemented,0.10926580091432382,232.50000000000003
3.5981752728451003e-07,9.566276282376603e-06,120fs,P1_implemented,0.11091049115127112,235.0
4.618856925752255e-07,1.2096343638445947e-05,120fs,P1_implemented,0.1125935797346085,237.5
5.915545617977079e-07,1.5258789062500007e-05,120fs,P1_implemented,0.11431625058018144,240.0
7.558993038305376e-07,1.9201748616637855e-05,120fs,P1_implemented,0.11607973258733274,242.49999999999997
9.637018060777013e-07,2.4105505714552724e-05,120fs,P1_implemented,0.11788530165860281,245.00000000000003
1.2258342607960917e-06,3.0188843176085772e-05,120fs,P1_implemented,0.11973428282360245,247.5
1.5557219241406262e-06,3.7716505918252275e-05,120fs,P1_implemented,0.12162805247310829,250.0
1.9698997181408192e-06,4.7007936863681684e-05,120fs,P1_implemented,0.12356804070982416,252.49999999999997
2.488679688638296e-06,5.8447465862950184e-05,120fs,P1_implemented,0.12555573382265933,255.00000000000003
3.1369489691195223e-06,7.249614911126299e-05,120fs,P1_implemented,0.1275926768918258,257.5
3.945120851758552e-06,8.970547438205574e-05,120fs,P1_implemented,0.12968047653253262,260.0
4.950264851033504e-06,0.0001107331650085692,120fs,P1_implemented,0.13182080378557298,262.5
6.197445276963248e-06,0.00013636133243752986,120fs,P1_implemented,0.13401539716364075,265.0
7.74130182486468e-06,0.00016751724277710463,120fs,P1_implemented,0.13626606586281131,267.5
9.647910041290326e-06,0.00020529697638030183,120fs,P1_implemented,0.1385746931492488,270.0
1.1996964238855265e-05,0.00025099227035180443,120fs,P1_implemented,0.14094323993187294,272.5
1.4884330494319996e-05,0.00030612084103605086,120fs,P1_implemented,0.14337374853247095,275.0
1.8425022751945812e-05,0.0003724604860216158,120fs,P1_implemented,0.14586834666549334,277.5
2.275666073222552e-05,0.0004520872618590304,120fs,P1_implemented,0.14842925164063203,280.0
2.804347426401252e-05,0.0005474180233157039,120fs,P1_implemented,0.15105877480218394,282.5
3.4480924748004824e-05,0.0006612575912777795,120fs,P1_implemented,0.1537593262201561,285.0
4.230102063426899e-05,0.0007968507879846803,120fs,P1_implemented,0.15653341964914433,287.5
5.177840994726548e-05,0.000957939538739173,120fs,P1_implemented,0.15938367777212012,290.0
6.323733888639379e-05,0.0011488251871584814,120fs,P1_implemented,0.16231283774747648,292.5
7.705957121084475e-05,0.001374436105038054,120fs,P1_implemented,0.16532375707900632,295.0
9.369336830021008e-05,0.0016404005966875227,120fs,P1_implemented,0.16841941982986122,297.5
0.00011366363425477175,0.001953125,120fs,P1_implemented,0.17160294320310157,300.0
0.00013758333392136816,0.0023198767715604186,120fs,P1_implemented,0.17487758451303909,302.5
0.00016616629403392436,0.002748872210076113,120fs,P1_implemented,0.17824674857337588,305.0
0.0002002414984469247,0.0032493683209506618,120fs,P1_implemented,0.18171399553002215,307.5
0.00024076898739520028,0.003831758154956703,120fs,P1_implemented,0.18528304916855978,310.0
0.0002888574674925211,0.0045076687662224954,120fs,P1_implemented,0.18895780572852458,312.5
0.00034578373342531766,0.005290060730222247,120fs,P1_implemented,0.19274234325909154,315.0
0.0004130139936353295,0.006193327942884307,120fs,P1_implemented,0.19664093155335222,317.5
0.0004922271803403049,0.007233396189744457,120fs,P1_implemented,0.2006580427011783,320.0
0.0005853403086431004,0.008427818732477502,120fs,P1_implemented,0.20479836230372098,322.5
0.0006945359298685292,0.009795866913153616,120fs,P1_implemented,0.20906680139588857,325.0
0.0008222917003112479,0.011358613529034766,120fs,P1_implemented,0.21346850912671417,327.5
0.0009714120579821228,0.013139006488339312,120fs,P1_implemented,0.2180088862514118,330.0
0.001145061966462335,0.015161930026670533,120fs,P1_implemented,0.22269359949309886,332.5
0.0013468026464386208,0.017454250552003846,120fs,P1_implemented,0.22752859683674376,335.0
0.0015806291718072972,0.020044844001230914,120fs,P1_implemented,0.23252012382282206,337.5
0.0018510097584061294,0.022964601441806284,120fs,P1_implemented,0.23767474091354923,340.0
0.002162926519584313,0.02624640954700041,120fs,P1_implemented,0.24299934201038964,342.5
0.0025219174042058665,0.029925102521830435,120fs,P1_implemented,0.2485011742078788,345.0
0.0029341189697005493,0.03403738206811994,120fs,P1_implemented,0.25418785887570805,347.5
0.0034063095759883305,0.038621702060290364,120fs,P1_implemented,0.2600674141685174,350.0
0.003945952516237696,0.04371811476682228,120fs,P1_implemented,0.2661482790710143,352.5
0.004561238528382062,0.049368075703403846,120fs,P1_implemented,0.27243933909493434,355.0
0.005261127058201847,0.055614204548972715,120fs,P1_implemented,0.2789499537540721,357.5
0.006055385571854615,0.0625,120fs,P1_implemented,0.28568998595416645,360.0
0.00695462614445182,0.07006950698441004,120fs,P1_implemented,0.29266983344596526,362.5
0.007970338483255667,0.07836693530522905,120fs,P1_implemented,0.29990046250239394,365.0
0.009114918481072048,0.0874362295336445,120fs,P1_implemented,0.3073934439944713,367.5
0.010401691339343728,0.0973205908170559,120fs,P1_implemented,0.31516099205566617,370.0
0.011844928253300446,0.10806195220235423,120fs,P1_implemented,0.32321600554077756,372.5
0.013459855615363536,0.11970041008732188,120fs,P1_implemented,0.3315721125033827,375.0
0.01526265566992039,0.13227361548971017,120fs,P1_implemented,0.3402437179355476,377.5
0.017270457544644163,0.14581612994701473,120fs,P1_implemented,0.34924605503498446,380.0
0.01950131759272697,0.16035875200984728,120fs,P1_implemented,0.3585952402884248,382.5
0.0219741880085792,0.17592782144487065,120fs,P1_implemented,0.3683083326857702,385.0
0.02470887272839133,0.1925445093936403,120fs,P1_implemented,0.3784033974079215,387.5
0.02772596969787234,0.21022410381342882,120fs,P1_implemented,0.3888995743622415,390.0
0.031046798683571252,0.22897530052562515,120fs,P1_implemented,0.39981715197370804,392.5
0.03469331392218085,0.2487995110860885,120fs,P1_implemented,0.41117764667730117,395.0
0.0386880010444095,0.2696901994392803,120fs,P1_implemented,0.42300388859830884,397.5
0.04305375787619927,0.29163225989402947,120fs,P1_implemented,0.4353201139525395,400.0
0.0478137589095489,0.3146014493349948,120fs,P1_implemented,0.4481520647482173,402.5
0.052991303446690806,0.33856388673422333,120fs,P1_implemented,0.46152709642620454,405.0
0.058609647653005574,0.3634756329291118,120fs,P1_implemented,0.4754742941355793,407.5
0.06469182100337427,0.3892823632682238,120fs,P1_implemented,0.4900245984081797,410.0
0.0712604278706124,0.41591914508168437,120fs,P1_implemented,0.5052109410691535,412.5
0.07833743527956889,0.44331033100107886,120fs,P1_implemented,0.5210683923015395,415.0
0.08594394813224174,0.47136957793428325,120fs,P1_implemented,0.5376343198723724,417.5
0.09409997349320232,0.5,120fs,P1_implemented,0.5549485616265778,420.0
0.10282417580566162,0.5290944619588405,120fs,P1_implemented,0.5730536124641404,422.5
0.1121336251812474,0.5585360176641231,120fs,P1_implemented,0.5919948271368107,425.0
0.12204354116535455,0.5881984958251408,120fs,P1_implemented,0.6118206403342474,427.5
0.1325670346190241,0.6179472329646448,120fs,P1_implemented,0.6325828056775119,430.0
0.14371485057194602,0.6476399509035883,120fs,P1_implemented,0.6543366554017619,432.5
0.1554951150837506,0.6771277734684469,120fs,P1_implemented,0.6771413826917623,435.0
0.16791308929691234,0.7062563744433112,120fs,P1_implemented,0.7010603488354459,437.5
0.18097093396940664,0.7348672461377996,120fs,P1_implemented,0.726161417584497,440.0
0.19466748783435864,0.7627990753722692,120fs,P1_implemented,0.752517319359449,442.5
0.2089980631436054,0.7898892112544614,120fs,P1_implemented,0.7802060482128854,445.0
0.22395426170946564,0.8159752068963134,120fs,P1_implemented,0.8093112947713532,447.5
0.2395238146620904,0.8408964152537148,120fs,P1_implemented,0.8399229187181118,450.0
0.2556904489875731,0.8644956176188342,120fs,P1_implemented,0.8721374647590601,452.5
0.2724337837046143,0.8866206620021574,120fs,P1_implemented,0.9060587264376035,455.0
0.28972925827617085,0.9071260877501998,120fs,P1_implemented,0.9417983626361596,457.5
