IR_at_pulse_peak_over_I0,IR_max,IR_min,IR_over_I_max,IR_peak_delay_fs,combined_over_n2,n_R_over_n2_air,parameter_set,phase_ratio_at_pulse_peak,phase_ratio_max_abs,pulse
0.09994650875045559,0.4010479010574344,-0.031232519662196537,0.4010479010574344,57.50000000000001,3.9487179487179485,2.948717948717949,P1_implemented,0.2947140642641639,2.4678550232540253e+169,40fs
0.0001611396013947677,0.011070933213227968,0.0,0.011070933213227968,477.49999999999994,3.9487179487179485,2.948717948717949,P2_TR_T2,0.0004751552348820074,1.2753182845534924e+170,40fs
0.00466573237115887,0.020402080430101426,-0.0015889516496910099,0.020402080430101426,60.00000000000005,3.9487179487179485,2.948717948717949,P3_fR_total_assumption,0.013757928786750515,1.269138651208051e+168,40fs
0.4641302910722781,0.8372586230610569,-0.05737208117463592,0.8372586230610569,70.0,3.9487179487179485,2.948717948717949,P1_implemented,1.3685893198285124,1.529561396217715e+17,120fs
0.001451193481559367,0.033189445662779586,0.0,0.033189445662779586,477.49999999999994,3.9487179487179485,2.948717948717949,P2_TR_T2,0.004279160266136595,1.1386464916566612e+18,120fs
0.023076894726056698,0.0425920504739755,-0.0029187870356956456,0.0425920504739755,70.0,3.9487179487179485,2.948717948717949,P3_fR_total_assumption,0.06804725367939796,7764921330152501.0,120fs
