z_m,x_focus_cm,IR_max_z,delta_n_rot_max_z,delta_n_rot_applied_max_z,dphi_rot_max_abs_z,dphi_rot_applied_max_abs_z,alpha_R_raw_max_z,alpha_R_applied_max_z
9.999999747378752e-05,-94.99000000025262,1281283367895040.0,2.9469518381119997e-08,0.0,2.31515532505e-05,0.0,0.00010958044731523842,0.00010958044731523842
0.00019999999494757503,-94.98000000050524,1281664546242560.0,2.9478284702122437e-08,0.0,2.315844176337123e-05,0.0,0.0001096035266527906,0.0001096035266527906
0.0003000000142492354,-94.96999999857508,1282120752300032.0,2.9488777641972774e-08,0.0,2.3166683604358695e-05,0.0,0.0001096266569220461,0.0001096266569220461
0.00039999998989515007,-94.96000000101048,1282629303271424.0,2.9500474951760225e-08,0.0,2.317587313882541e-05,0.0,0.00010964978719130158,0.00010964978719130158
0.0005000000237487257,-94.94999999762513,1283161208127488.0,2.9512708721313174e-08,0.0,2.3185484678833745e-05,0.0,0.00010967292473651469,0.00010967292473651469
0.0006000000284984708,-94.93999999715015,1283689220669440.0,2.9524851896667315e-08,0.0,2.3195025278255343e-05,0.0,0.00010969605500577018,0.00010969605500577018
0.000699999975040555,-94.93000000249594,1284192671367168.0,2.9536431966903365e-08,0.0,2.3204122044262476e-05,0.0,0.00010971918527502567,0.00010971918527502567
0.0007999999797903001,-94.92000000202097,1284673305051136.0,2.9547486235514953e-08,0.0,2.3212805899675004e-05,0.0,0.00010974235920002684,0.00010974235920002684
0.0008999999845400453,-94.910000001546,1285179171667968.0,2.9559121372813024e-08,0.0,2.3221946321427822e-05,0.0,0.0001097655258490704,0.0001097655258490704
0.0010000000474974513,-94.89999999525025,1285695909920768.0,2.957100697642545e-08,0.0,2.3231283194036223e-05,0.0,0.00010978868522215635,0.00010978868522215635
0.0010999999940395355,-94.89000000059605,1286166879928320.0,2.9581839200432114e-08,0.0,2.3239794245455414e-05,0.0,0.00010981184459524229,0.00010981184459524229
0.0012000000569969416,-94.8799999943003,1286585102368768.0,2.9591458172717466e-08,0.0,2.3247350327437744e-05,0.0,0.000109835084003862,0.000109835084003862
0.0013000000035390258,-94.8699999996461,1287032047403008.0,2.9601737949747076e-08,0.0,2.3255426640389487e-05,0.0,0.00010985824337694794,0.00010985824337694794
0.00139999995008111,-94.86000000499189,1287549322526720.0,2.961363421150054e-08,0.0,2.3264772607944906e-05,0.0,0.0001098814609576948,0.0001098814609576948
0.001500000013038516,-94.84999999869615,1288056262885376.0,2.9625294217794362e-08,0.0,2.3273933038581163e-05,0.0,0.00010990465671056882,0.00010990465671056882
0.0015999999595806003,-94.84000000404194,1288535285956608.0,2.9636311182912323e-08,0.0,2.3282587790163234e-05,0.0,0.00010992789611918852,0.00010992789611918852
0.0017000000225380063,-94.8299999977462,1288981694119936.0,2.9646578525444056e-08,0.0,2.329065500816796e-05,0.0,0.00010995109187206253,0.00010995109187206253
0.0017999999690800905,-94.82000000309199,1289444476846080.0,2.9657222455625742e-08,0.0,2.3299015083466657e-05,0.0,0.00010997435310855508,0.00010997435310855508
0.0019000000320374966,-94.80999999679625,1289853035610112.0,2.966661938330617e-08,0.0,2.330639836145565e-05,0.0,0.00010999759251717478,0.00010999759251717478
0.0020000000949949026,-94.79999999050051,1290337024737280.0,2.967775181161869e-08,0.0,2.3315144062507898e-05,0.0,0.0001100208392017521,0.0001100208392017521
0.002099999925121665,-94.79000000748783,1290821282299904.0,2.968888956900173e-08,0.0,2.3323895220528357e-05,0.0,0.00011004412226611748,0.00011004412226611748
0.002199999988079071,-94.7800000011921,1291269166858240.0,2.9699190662313413e-08,0.0,2.3331987904384732e-05,0.0,0.00011006739805452526,0.00011006739805452526
0.002300000051036477,-94.76999999489635,1291760403742720.0,2.9710490068168838e-08,0.0,2.3340864572674036e-05,0.0,0.00011009064473910257,0.00011009064473910257
0.002400000113993883,-94.75999998860061,1292356598890496.0,2.9724201766612168e-08,0.0,2.3351636627921835e-05,0.0,0.0001101139496313408,0.0001101139496313408
0.0024999999441206455,-94.75000000558794,1292918165864448.0,2.9737117657191448e-08,0.0,2.3361782950814813e-05,0.0,0.00011013725452357903,0.00011013725452357903
0.0026000000070780516,-94.7399999992922,1293437588471808.0,2.9749065433293254e-08,0.0,2.337116893613711e-05,0.0,0.00011016055213985965,0.00011016055213985965
0.0027000000700354576,-94.72999999299645,1293908961132544.0,2.9759906539084113e-08,0.0,2.3379685444524512e-05,0.0,0.00011018389341188595,0.00011018389341188595
0.00279999990016222,-94.72000000998378,1294330941669376.0,2.9769612552854596e-08,0.0,2.3387310648104176e-05,0.0,0.00011020719102816656,0.00011020719102816656
0.002899999963119626,-94.71000000368804,1294702456340480.0,2.977815682925211e-08,0.0,2.3394024537992664e-05,0.0,0.00011023051047232002,0.00011023051047232002
0.003000000026077032,-94.6999999973923,1295045785288704.0,2.9786052735403246e-08,0.0,2.340022547286935e-05,0.0,0.00011025385174434632,0.00011025385174434632
0.003100000089034438,-94.68999999109656,1295412333903872.0,2.979448332496304e-08,0.0,2.3406848413287662e-05,0.0,0.00011027719301637262,0.00011027719301637262
0.0031999999191612005,-94.68000000808388,1296045304709120.0,2.9809040569261924e-08,0.0,2.341828621865716e-05,0.0,0.00011030057066818699,0.00011030057066818699
