dz_equiv_m,front_back_temporal_asymmetry,max_pointwise_source_error,omitted_term_norm_fraction,one_step_energy_change,one_step_field_relative_error,rms_spectral_bandwidth_rad_s,source_relative_l2_error,spectral_centroid_shift_rad_s,temporal_centroid_shift_fs,waveform
0.00011071648215088369,6.905972706390969e+138,0.018472073236414283,0.017457378590628788,-9.806103101472832e-05,6.44871223179435e-05,29434652167060.582,0.01745694154967685,131516836580.19597,-0.00042603400155750054,40fs_tl
0.00011071648215088369,3.5827394388316356e+16,0.004649498024132825,0.004270057880367617,-1.0670384664977433e-05,2.6607374314057527e-05,9811616344474.771,0.004270033566069758,58269836910.29915,0.0019944296757298994,120fs_tl
0.00011071648215088369,3.582739438831635e+16,0.13072423369836217,0.12058952343724207,-1.0670384664977433e-05,0.0006896707631485308,254980998664923.7,0.1205888393299847,68241985290.2271,0.0019944296757298994,120fs_pos_chirp
0.00011071648215088369,3.582739438831635e+16,0.11086078357370062,0.10180152820102661,-1.0670384664977433e-05,0.0006896662157179259,255001262831521.8,0.10180095067851662,48297688530.37546,0.0019944296757298994,120fs_neg_chirp
0.00011071648215088369,1467806443.2369123,0.003038416463333589,0.0025079626034248017,6.271209367929373e-06,1.6259332988698702e-05,7967508525322.662,0.002507950458085005,42096137336.772385,0.003416387272534151,120fs_tail
0.00011071648215088369,135707585760.71156,0.00464902060164114,0.004267301027735689,-5.841575602283416e-06,2.4369618721914103e-05,10601859845337.521,0.004267277367695582,45269473782.7942,0.0023645115886951414,120fs_double
