x_focus_cm,rho_1e16_cm3
-15.113438045375219,0.16216216216216217
-15.043630017452006,0.16216216216216217
-14.973821989528796,0.18243243243243243
-14.904013961605585,0.18243243243243243
-14.834205933682373,0.20270270270270271
-14.764397905759163,0.22297297297297297
-14.694589877835952,0.2635135135135135
-14.62478184991274,0.28378378378378377
-14.554973821989527,0.32432432432432434
-14.485165794066319,0.38513513513513514
-14.415357766143106,0.46621621621621623
-14.345549738219894,0.527027027027027
-14.275741710296684,0.6283783783783784
-14.205933682373473,0.7297297297297297
-14.136125654450261,0.8716216216216216
-14.06631762652705,1.054054054054054
-13.99650959860384,1.2364864864864864
-13.926701570680628,1.4594594594594594
-13.856893542757417,1.722972972972973
-13.787085514834207,1.9864864864864864
-13.717277486910994,2.310810810810811
-13.647469458987784,2.5945945945945947
-13.577661431064573,2.918918918918919
-13.507853403141361,3.2837837837837838
-13.438045375218149,3.6486486486486487
-13.36823734729494,4.013513513513513
-13.298429319371728,4.418918918918919
-13.228621291448516,4.702702702702703
-13.158813263525305,5.087837837837838
-13.089005235602095,5.3108108108108105
-13.019197207678882,5.574324324324325
-12.949389179755672,5.736486486486487
-12.879581151832461,5.9391891891891895
-9.040139616055846,5.95945945945946
-8.970331588132636,5.95945945945946
-8.830715532286213,5.898648648648648
-8.760907504363002,5.858108108108108
-8.69109947643979,5.858108108108108
-8.62129144851658,5.858108108108108
-8.551483420593367,5.858108108108108
-8.481675392670157,5.878378378378378
-8.411867364746946,5.8175675675675675
-8.342059336823734,5.756756756756757
-8.272251308900524,5.695945945945946
-8.202443280977313,5.716216216216216
-8.1326352530541,5.716216216216216
-8.06282722513089,5.655405405405405
-7.993019197207678,5.614864864864865
-7.923211169284468,5.574324324324325
-7.853403141361257,5.614864864864865
-7.783595113438045,5.614864864864865
-7.713787085514834,5.574324324324325
-7.643979057591624,5.533783783783784
-7.5741710296684115,5.452702702702703
-7.504363001745201,5.452702702702703
-7.434554973821989,5.452702702702703
