x_focus_cm,rho_1e16_cm3
-13.99650959860384,0.08108108108108109
-13.926701570680628,0.08108108108108109
-13.856893542757417,0.08108108108108109
-13.787085514834207,0.08108108108108109
-13.717277486910994,0.08108108108108109
-13.647469458987784,0.08108108108108109
-13.577661431064573,0.08108108108108109
-13.507853403141361,0.08108108108108109
-13.438045375218149,0.08108108108108109
-13.36823734729494,0.08108108108108109
-13.298429319371728,0.08108108108108109
-13.228621291448516,0.10135135135135136
-13.158813263525305,0.12162162162162163
-13.089005235602095,0.12162162162162163
-13.019197207678882,0.12162162162162163
-12.949389179755672,0.12162162162162163
-12.879581151832461,0.14189189189189189
-12.809773123909249,0.16216216216216217
-12.739965095986038,0.16216216216216217
-12.670157068062828,0.18243243243243243
-12.600349040139616,0.20270270270270271
-12.530541012216405,0.20270270270270271
-12.460732984293195,0.22297297297297297
-12.390924956369982,0.24324324324324326
-12.32111692844677,0.2635135135135135
-12.251308900523561,0.28378378378378377
-12.181500872600349,0.30405405405405406
-12.111692844677137,0.34459459459459457
-12.041884816753926,0.38513513513513514
-11.972076788830716,0.40540540540540543
-11.902268760907504,0.44594594594594594
-11.832460732984293,0.4864864864864865
-11.762652705061083,0.527027027027027
-11.69284467713787,0.5675675675675675
-11.62303664921466,0.6283783783783784
-11.55322862129145,0.6891891891891891
-11.483420593368237,0.75
-11.413612565445026,0.8108108108108109
-11.343804537521814,0.8918918918918919
-11.273996509598604,0.972972972972973
-11.204188481675393,1.054054054054054
-11.13438045375218,1.135135135135135
-11.06457242582897,1.2162162162162162
-10.99476439790576,1.3175675675675675
-10.924956369982548,1.3986486486486487
-10.855148342059337,1.5202702702702702
-10.785340314136125,1.6216216216216217
-10.715532286212914,1.662162162162162
-10.645724258289704,1.7837837837837838
-10.575916230366492,1.864864864864865
-10.506108202443281,1.9864864864864864
-10.43630017452007,2.108108108108108
-10.366492146596858,2.2094594594594597
-10.296684118673648,2.310810810810811
-10.226876090750435,2.4324324324324325
-10.157068062827225,2.5337837837837838
-10.087260034904014,2.635135135135135
-10.017452006980802,2.7567567567567566
-9.947643979057592,2.858108108108108
-9.877835951134381,2.97972972972973
-9.808027923211169,3.0405405405405403
-9.738219895287958,3.141891891891892
-9.668411867364746,3.1824324324324325
-9.598603839441536,3.2432432432432434
-9.528795811518325,3.304054054054054
-9.458987783595113,3.385135135135135
-9.389179755671902,3.4662162162162162
-9.319371727748692,3.5675675675675675
-9.24956369982548,3.608108108108108
-9.179755671902269,3.689189189189189
-9.109947643979057,3.7094594594594597
-9.040139616055846,3.72972972972973
-8.970331588132636,3.77027027027027
-8.900523560209423,3.831081081081081
-8.830715532286213,3.8716216216216215
-8.760907504363002,3.891891891891892
-8.69109947643979,3.891891891891892
-8.62129144851658,3.891891891891892
-8.551483420593367,3.9121621621621623
-8.481675392670157,3.891891891891892
-8.411867364746946,3.8513513513513513
-8.342059336823734,3.8716216216216215
-8.272251308900524,3.8716216216216215
-8.202443280977313,3.9527027027027026
-8.1326352530541,4.013513513513513
-8.06282722513089,4.033783783783784
-7.993019197207678,3.9932432432432434
-7.923211169284468,3.972972972972973
-7.853403141361257,3.9527027027027026
-7.783595113438045,3.972972972972973
-7.713787085514834,3.9527027027027026
-7.643979057591624,3.9527027027027026
-7.5741710296684115,3.9121621621621623
-7.504363001745201,3.891891891891892
-7.434554973821989,3.9324324324324325
-7.364746945898778,3.9527027027027026
-7.294938917975568,3.9324324324324325
-7.225130890052355,3.8716216216216215
-7.155322862129145,3.8513513513513513
-7.085514834205934,3.8513513513513513
-7.015706806282722,3.8716216216216215
-6.945898778359512,3.9121621621621623
-6.876090750436299,3.891891891891892
-6.806282722513089,3.810810810810811
-6.736474694589878,3.77027027027027
-6.666666666666666,3.75
-6.596858638743456,3.77027027027027
-6.527050610820245,3.77027027027027
-6.457242582897033,3.689189189189189
-6.387434554973822,3.6486486486486487
-6.31762652705061,3.6283783783783785
-6.2478184991273995,3.6486486486486487
-6.178010471204189,3.6486486486486487
-6.108202443280977,3.6283783783783785
-6.038394415357766,3.608108108108108
-5.968586387434556,3.5878378378378377
-5.898778359511343,3.5878378378378377
-5.828970331588133,3.5675675675675675
-5.759162303664921,3.5472972972972974
-5.68935427574171,3.527027027027027
-5.6195462478185,3.4662162162162162
-5.549738219895287,3.4054054054054053
-5.479930191972077,3.4054054054054053
-5.410122164048866,3.385135135135135
-5.340314136125654,3.385135135135135
-5.270506108202444,3.3445945945945947
-5.200698080279231,3.304054054054054
-5.130890052356021,3.304054054054054
-5.06108202443281,3.2837837837837838
-4.991273996509598,3.2837837837837838
-4.9214659685863875,3.304054054054054
-4.851657940663177,3.2837837837837838
-4.781849912739965,3.2432432432432434
-4.712041884816754,3.1824324324324325
-4.642233856893542,3.1013513513513513
-4.5724258289703315,3.0405405405405403
-4.502617801047121,3.0405405405405403
-4.432809773123909,3.0405405405405403
-4.363001745200698,3.02027027027027
-4.293193717277488,3.0
-4.223385689354275,2.97972972972973
-4.153577661431065,2.939189189189189
-4.083769633507853,2.918918918918919
-4.013961605584642,2.8986486486486487
-3.9441535776614316,2.8986486486486487
-3.8743455497382193,2.8783783783783785
-3.804537521815007,2.8986486486486487
-3.7347294938917983,2.8783783783783785
-3.664921465968586,2.8378378378378377
-3.5951134380453738,2.7567567567567566
-3.525305410122165,2.675675675675676
-3.4554973821989527,2.614864864864865
-3.3856893542757405,2.574324324324324
-3.3158813263525317,2.554054054054054
-3.2460732984293195,2.554054054054054
-3.176265270506107,2.554054054054054
-3.1064572425828985,2.554054054054054
-3.036649214659686,2.5135135135135136
-2.966841186736474,2.472972972972973
-2.897033158813265,2.472972972972973
-2.827225130890053,2.4324324324324325
-2.7574171029668406,2.4121621621621623
-2.6876090750436283,2.4121621621621623
-2.6178010471204196,2.391891891891892
-2.5479930191972073,2.331081081081081
-2.478184991273995,2.310810810810811
-2.4083769633507863,2.27027027027027
-2.338568935427574,2.189189189189189
-2.2687609075043618,2.1486486486486487
-2.198952879581153,2.108108108108108
-2.1291448516579408,2.0878378378378377
-2.0593368237347285,2.0878378378378377
-1.9895287958115198,2.0878378378378377
-1.9197207678883075,2.027027027027027
-1.8499127399650952,2.0067567567567566
-1.7801047120418865,2.0067567567567566
-1.7102966841186742,1.945945945945946
-1.640488656195462,1.9256756756756757
-1.5706806282722496,1.885135135135135
-1.500872600349041,1.864864864864865
-1.4310645724258286,1.864864864864865
-1.3612565445026164,1.8243243243243243
-1.2914485165794076,1.7837837837837838
-1.2216404886561953,1.7635135135135136
