E_dep_cumulative_final_J,E_loss_from_input_final_J,U_rel_change_final,U_rel_change_max_abs,adaptive_rejection_count_max,case,dz_max_m,dz_min_m,finite_required_fields,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,safety_trigger_count_max
0.00010838569141924381,0.00010822247713804245,-0.04983736202120781,0.04983736202120781,0.0,current_full_eq27,9.999999747378752e-05,4.999999873689376e-05,True,,,0.0
3.667298369691707e-05,3.651506267488003e-05,-0.016815494745969772,0.016826430335640907,0.0,raman_off,9.999999747378752e-05,4.999999873689376e-05,True,,,0.0
0.00010611287143547088,0.00013698916882276535,-0.0630846694111824,0.0630846694111824,0.0,candidate_complete_eq27,9.999999747378752e-05,4.999999873689376e-05,True,0.0,0.0,0.0
