R_Raman_peak_center,delta_fwhm_cm,delta_peak_center_full_minus_off_cm,full_peak_center_error_to_pycap_cm,fwhm_error_full,fwhm_error_off,fwhm_full_cm,fwhm_off_cm,fwhm_pycap_cm,off_peak_center_error_to_pycap_cm,peak_collapse,peak_collapse_fraction,peak_top_center_full_cm,peak_top_center_off_cm,peak_top_center_pycap_cm,peak_x_full_cm,peak_x_off_cm,peak_x_pycap_cm,post_peak_half_distance_full_cm,post_peak_half_distance_off_cm,post_peak_half_distance_pycap_cm,rho_peak_error_full,rho_peak_error_off,rho_peak_full,rho_peak_off,rho_peak_off_over_full,rho_peak_pycap,rmse_full_vs_pycap,rmse_off_vs_pycap,tail_error_full_abs,tail_error_full_rel,tail_error_off_abs,tail_error_off_rel,tail_full,tail_full_over_off,tail_improves_vs_pycap,tail_off,tail_pycap,tail_worsens_vs_pycap
1.7518548674021137,-0.7664412440665203,-4.135003685951233,2.3603574490637875,3.337510254596447,4.103951498662967,12.075501620625838,12.841942864692358,8.73799136602939,1.7746462368874454,True,0.5,-14.405001401901242,-10.269997715950009,-12.044643952837454,-14.440001249313351,-10.329998731613156,-12.184211090182039,10.762434233569731,9.452084203561148,7.491321874245567,6.260772778602712e+19,3.956859836691328e+22,6.460902306022546e+22,2.4977816965526158e+22,0.3865995147805133,6.4546415332439435e+22,1.8723185068331606e+22,2.144254368153124e+22,3.13405123068333e+22,0.23172254252886118,6.928596444928612e+22,0.5122800701714217,1.6659067815088284e+23,2.5254710074320355,True,6.596420139476342e+22,1.3525016584404954e+23,False
