E_dep_cumulative_J,E_dep_fraction,U0_J,case,x_focus_cm,z_m
4.5297046669112717e-10,2.0859694038462905e-07,0.00217151059769094,popruzhenko,-94.80999999679625,0.0019000000320374966
4.768611616690066e-10,2.195988185257182e-07,0.00217151059769094,popruzhenko,-94.79999999050051,0.0020000000949949026
5.007568804060725e-10,2.306030101527244e-07,0.00217151059769094,popruzhenko,-94.79000000748783,0.002099999925121665
5.246576506579004e-10,2.416095280473378e-07,0.00217151059769094,popruzhenko,-94.7800000011921,0.002199999988079071
5.485634169133391e-10,2.52618346646178e-07,0.00217151059769094,popruzhenko,-94.76999999489635,0.002300000051036477
5.724742346835399e-10,2.6362949151262544e-07,0.00217151059769094,popruzhenko,-94.75999998860061,0.002400000113993883
5.963901039685027e-10,2.7464296264668004e-07,0.00217151059769094,popruzhenko,-94.75000000558794,0.0024999999441206455
6.203109692570763e-10,2.856587344849615e-07,0.00217151059769094,popruzhenko,-94.7399999992922,0.0026000000070780516
6.442369415715632e-10,2.966768581542305e-07,0.00217151059769094,popruzhenko,-94.72999999299645,0.0027000000700354576
6.681679098896609e-10,3.0769728252772627e-07,0.00217151059769094,popruzhenko,-94.72000000998378,0.00279999990016222
6.921038742113694e-10,3.18720007605449e-07,0.00217151059769094,popruzhenko,-94.71000000368804,0.002899999963119626
7.160449455589912e-10,3.2974508451415917e-07,0.00217151059769094,popruzhenko,-94.6999999973923,0.003000000026077032
7.399910684213751e-10,3.407724876904765e-07,0.00217151059769094,popruzhenko,-94.68999999109656,0.003100000089034438
7.639421872873697e-10,3.518021915710207e-07,0.00217151059769094,popruzhenko,-94.68000000808388,0.0031999999191612005
7.878984131792777e-10,3.6283424728255243e-07,0.00217151059769094,popruzhenko,-94.67000000178814,0.0032999999821186066
8.118596350747964e-10,3.7386860369831097e-07,0.00217151059769094,popruzhenko,-94.6599999954924,0.0034000000450760126
8.358259639962284e-10,3.84905311945057e-07,0.00217151059769094,popruzhenko,-94.64999998919666,0.0035000001080334187
8.597972889212713e-10,3.959443208960299e-07,0.00217151059769094,popruzhenko,-94.64000000618398,0.003599999938160181
8.837737208722274e-10,4.0698568167799034e-07,0.00217151059769094,popruzhenko,-94.62999999988824,0.003700000001117587
9.077552043379455e-10,4.1802936872755787e-07,0.00217151059769094,popruzhenko,-94.6199999935925,0.003800000064074993
9.317416838072745e-10,4.290753564813523e-07,0.00217151059769094,popruzhenko,-94.61000001057982,0.0038999998942017555
9.557332703025168e-10,4.4012369606613423e-07,0.00217151059769094,popruzhenko,-94.59999998100102,0.004000000189989805
9.797299638236723e-10,4.5117438748190363e-07,0.00217151059769094,popruzhenko,-94.58999999798834,0.004100000020116568
1.003731764370741e-09,4.622274307286605e-07,0.00217151059769094,popruzhenko,-94.58000001497567,0.00419999985024333
1.0277385609214207e-09,4.732827746796442e-07,0.00217151059769094,popruzhenko,-94.56999998539686,0.00430000014603138
1.0517503534757111e-09,4.843404193348548e-07,0.00217151059769094,popruzhenko,-94.56000000238419,0.004399999976158142
1.0757673640782173e-09,4.954004669478135e-07,0.00217151059769094,popruzhenko,-94.55000001937151,0.0044999998062849045
1.0997893706843342e-09,5.064628152649991e-07,0.00217151059769094,popruzhenko,-94.5399999897927,0.004600000102072954
1.123816373294062e-09,5.175274642864115e-07,0.00217151059769094,popruzhenko,-94.53000000678003,0.004699999932199717
1.1478485939520056e-09,5.285945162655721e-07,0.00217151059769094,popruzhenko,-94.51999997720122,0.004800000227987766
1.17188581061356e-09,5.396638689489594e-07,0.00217151059769094,popruzhenko,-94.50999999418855,0.004900000058114529
1.1959281343010275e-09,5.507355734633343e-07,0.00217151059769094,popruzhenko,-94.50000001117587,0.004999999888241291
1.2199755650144084e-09,5.618096298086966e-07,0.00217151059769094,popruzhenko,-94.48999998159707,0.005100000184029341
