profile_id,window_id,axial_fwhm_imax_cm,axial_fwhm_onaxis_cm,prefocus_sidelobe_max_ratio_imax,prefocus_sidelobe_max_ratio_onaxis
P1_current_ft90,14mm_896,31.92882134105865,31.92882134105865,0.49846153991431386,0.49846153991431386
P2_zero_at_90_narrow,14mm_896,nan,nan,0.0,0.0
P3_zero_at_90_wide,14mm_896,nan,nan,0.0,0.0
P4_hard_top_R,14mm_896,30.173125522927204,30.173125522927204,0.4996838724166832,0.4996838724166832
P5_hard_top_0p9R,14mm_896,35.89421501146846,35.89421501146846,0.4993212969928777,0.4993212969928777
P6_P2_second_moment_matched,14mm_896,31.815150676414035,31.815150676414035,0.4989885413081307,0.4989885413081307
