profile_id,window_id,x_vac_fft_imax_cm,x_vac_fft_onaxis_cm,x_vac_fresnel_onaxis_cm,fft_imax_minus_fresnel_cm,fft_onaxis_minus_fresnel_cm,fft_imax_minus_onaxis_cm,delta_fft_vs_P1_cm,delta_fresnel_vs_P1_cm,delta_fft_minus_fresnel_cm,fft_onaxis_fresnel_ok,differential_fresnel_ok,fft_imax_onaxis_ok
P1_current_ft90,14mm_896,-4.468910256402491,-4.468910256402491,-4.468450699187865,-0.0004595572146266491,-0.0004595572146266491,0.0,0.0,0.0,0.0,True,True,True
P2_zero_at_90_narrow,14mm_896,-6.557954545517841,-6.557954545517841,-6.557783327129673,-0.00017121838816791524,-0.00017121838816791524,0.0,-2.08904428911535,-2.0893326279418085,0.0002883388264587339,True,True,True
P3_zero_at_90_wide,14mm_896,-7.222727272742135,-7.222727272742135,-7.222312346623272,-0.00041492611886351227,-0.00041492611886351227,0.0,-2.753817016339644,-2.753861647435407,4.463109576313684e-05,True,True,True
P4_hard_top_R,14mm_896,-3.9814814816108712,-3.9814814816108712,-3.961268872235768,-0.020212609375103163,-0.020212609375103163,0.0,0.48742877479162017,0.5071818269520967,-0.019753052160476514,True,True,True
P5_hard_top_0p9R,14mm_896,-5.8027484940261775,-5.8027484940261775,-5.777061556665386,-0.025686937360791973,-0.025686937360791973,0.0,-1.3338382376236861,-1.3086108574775208,-0.025227380146165324,True,True,True
P6_P2_second_moment_matched,14mm_896,-4.43092105255899,-4.43092105255899,-4.43211488200993,0.0011938294509405978,0.0011938294509405978,0.0,0.037989203843501684,0.03633581717793444,0.001653386665567247,True,True,True
