z_m,field_energy_J,initial_field_energy_J,field_loss_step_J,field_loss_cumulative_J,raman_target_step_J,raman_target_cumulative_J,raman_actual_step_J,raman_actual_cumulative_J,ionization_plus_ib_step_J,ionization_step_J,plasma_ib_step_J,legacy_alpha_energy_step_J,total_accounted_step_J,total_accounted_cumulative_J,total_accounted_step_from_channels_J,total_accounted_cumulative_from_channels_J,stored_total_step_mismatch_J,stored_total_cumulative_mismatch_J,unaccounted_boundary_filter_or_numerical_step_J,unaccounted_boundary_filter_or_numerical_cumulative_J,relative_closure_signed,relative_closure_abs,relative_step_residual_signed
0.0024999999441206455,0.002171454019844532,0.0021715129259973764,2.3283064365386963e-09,5.8906152844429016e-08,1.2171955110495958e-10,3.035384832372756e-09,1.2171985641629135e-10,3.035340201407166e-09,2.998474815785722e-23,2.998474815785722e-23,0.0,0.0,1.2171985641629135e-10,3.035340201407166e-09,1.2171985641632134e-10,3.035340229163479e-09,-2.9985297205047253e-23,-2.77563126335547e-17,2.206586580122405e-09,5.587081264302185e-08,2.572898000013533e-05,2.572898000013533e-05,0.9477217197418213
0.0026000000070780516,0.002171451924368739,0.0021715129259973764,2.0954757928848267e-09,6.100162863731384e-08,1.217449752122235e-10,3.1571298908517065e-09,1.21742699255023e-10,3.1570828173954624e-09,3.002833114514887e-23,3.002833114514887e-23,0.0,0.0,1.21742699255023e-10,3.1570828173954624e-09,1.2174269925505305e-10,3.157082928418532e-09,-3.003699599333182e-23,-1.110230696725338e-16,1.9737330936298036e-09,5.784454581991838e-08,2.6637900759144854e-05,2.6637900759144854e-05,0.9419021209081014
0.0027000000700354576,0.0021714495960623026,0.0021715129259973764,2.3283064365386963e-09,6.332993507385254e-08,1.2177041319727522e-10,3.2789002624156183e-09,1.217695111410677e-10,3.2788523007809545e-09,3.0071996173974663e-23,3.0071996173974663e-23,0.0,0.0,1.217695111410677e-10,3.2788523007809545e-09,1.2176951114109777e-10,3.27885243955963e-09,-3.00628453874741e-23,-1.3877867548025507e-16,2.2065369253976286e-09,6.005108277307158e-08,2.7654029618769185e-05,2.7654029618769185e-05,0.9477003931999206
0.00279999990016222,0.0021714470349252224,0.0021715129259973764,2.561137080192566e-09,6.58910721540451e-08,1.2179586506011475e-10,3.4006961691090964e-09,1.2178970332232808e-10,3.4006419902254947e-09,3.01157432443346e-23,3.01157432443346e-23,0.0,0.0,1.2178970332232808e-10,3.4006419902254947e-09,1.217897033223582e-10,3.4006421428819882e-09,-3.0114544175758664e-23,-1.5265649348016188e-16,2.439347376870238e-09,6.249043016381961e-08,2.8777369646610663e-05,2.8777369646610663e-05,0.9524470188400962
0.002899999963119626,0.002171444473788142,0.0021715129259973764,2.561137080192566e-09,6.845220923423767e-08,1.2182131692295428e-10,3.522517388887536e-09,1.2181536335198473e-10,3.5224574368442063e-09,3.015956604534144e-23,3.015956604534144e-23,0.0,0.0,1.2181536335198473e-10,3.5224574368442063e-09,1.218153633520149e-10,3.522457506234003e-09,-3.016624296404323e-23,-6.93897968253675e-17,2.439321716840581e-09,6.492975179739346e-08,2.9900697813056404e-05,2.9900697813056404e-05,0.9524369998411699
0.003000000026077032,0.0021714421454817057,0.0021715129259973764,2.3283064365386963e-09,7.078051567077637e-08,1.2184678266358162e-10,3.644364143795542e-09,1.2184209197130258e-10,3.644299528815509e-09,3.0203464576995176e-23,3.0203464576995176e-23,0.0,0.0,1.2184209197130258e-10,3.644299528815509e-09,1.2184209197133277e-10,3.644299598205336e-09,-3.019209235818551e-23,-6.938982701745986e-17,2.2064643445673937e-09,6.713621614196086e-08,3.0916793235815154e-05,3.0916793235815154e-05,0.9476692199707031
0.003100000089034438,0.0021714402828365564,0.0021715129259973764,1.862645149230957e-09,7.264316082000732e-08,1.2187224840420896e-10,3.766236655877719e-09,1.2187292841581154e-10,3.766172262942291e-09,3.024744830562668e-23,3.024744830562668e-23,0.0,0.0,1.2187292841581154e-10,3.766172262942291e-09,1.218729284158418e-10,3.766172526621178e-09,-3.0243791146470074e-23,-2.636788865189546e-16,1.7407722208151455e-09,6.887698855706503e-08,3.1718433601047906e-05,3.1718433601047906e-05,0.9345699697732925
0.0031999999191612005,0.0021714374888688326,0.0021715129259973764,2.7939677238464355e-09,7.543712854385376e-08,1.218977280226241e-10,3.888134259000253e-09,1.2191217479973204e-10,3.88808452100875e-09,3.029150776490508e-23,3.029150776490508e-23,0.0,0.0,1.2191217479973204e-10,3.88808452100875e-09,1.2191217479976234e-10,3.88808470142094e-09,-3.029548993475464e-23,-1.8041219027775054e-16,2.6720555490467035e-09,7.154904402284501e-08,3.2948937658283805e-05,3.2948937658283805e-05,0.9563659330209097
0.0032999999821186066,0.0021714349277317524,0.0021715129259973764,2.561137080192566e-09,7.799826562404633e-08,1.2192322151882706e-10,4.010057619296958e-09,1.2192183374004628e-10,4.010006549037826e-09,3.033564926571763e-23,3.033564926571763e-23,0.0,0.0,1.2192183374004628e-10,4.010006549037826e-09,1.2192183374007663e-10,4.010006535161017e-09,-3.03471887230392e-23,1.3876808425969194e-17,2.4392152464525196e-09,7.39882590750085e-08,3.4072216743091995e-05,3.4072216743091995e-05,0.9523954283107411
0.0034000000450760126,0.0021714328322559595,0.0021715129259973764,2.0954757928848267e-09,8.009374141693115e-08,1.2194872889281783e-10,4.132006292678625e-09,1.219469247804028e-10,4.131953446062653e-09,3.03798696526207e-23,3.03798696526207e-23,0.0,0.0,1.219469247804028e-10,4.131953446062653e-09,1.2194692478043318e-10,4.131953459941451e-09,-3.0373038117181485e-23,-1.3878797795342384e-17,1.973528868104424e-09,7.59617879708685e-08,3.498104342896289e-05,3.498104342896289e-05,0.9418046606911553
0.0035000001080334187,0.002171430503949523,0.0021715129259973764,2.3283064365386963e-09,8.242204785346985e-08,1.219742362668086e-10,4.253980279145253e-09,1.2196600673863855e-10,4.2539194389235035e-09,3.042417208105791e-23,3.042417208105791e-23,0.0,0.0,1.2196600673863855e-10,4.2539194389235035e-09,1.2196600673866898e-10,4.25391946668012e-09,-3.042473690546605e-23,-2.7756616208839505e-17,2.2063404298000577e-09,7.816812841454635e-08,3.599708179431799e-05,3.599708179431799e-05,0.9476159989833832
0.003599999938160181,0.0021714281756430864,0.0021715129259973764,2.3283064365386963e-09,8.475035429000854e-08,1.2199975751858716e-10,4.375980022786052e-09,1.220065992679764e-10,4.375925843902451e-09,3.0468553395585645e-23,3.0468553395585645e-23,0.0,0.0,1.220065992679764e-10,4.375925843902451e-09,1.220065992680069e-10,4.375926065948127e-09,-3.0476435693750613e-23,-2.2204567612392456e-16,2.20629983727072e-09,8.03744284461061e-08,3.701310154955219e-05,3.701310154955219e-05,0.9475985646247864
0.003700000001117587,0.0021714256145060062,0.0021715129259973764,2.561137080192566e-09,8.731149137020111e-08,1.2202527877036573e-10,4.498005523601023e-09,1.220316209193939e-10,4.497957561966359e-09,3.051301675164752e-23,3.051301675164752e-23,0.0,0.0,1.220316209193939e-10,4.497957561966359e-09,1.220316209194244e-10,4.497957686867551e-09,-3.0502285087892896e-23,-1.2490119207490603e-16,2.439105459273172e-09,8.281353380823475e-08,3.813633012117507e-05,3.813633012117507e-05,0.9523525617339395
0.003800000064074993,0.0021714235190302134,0.0021715129259973764,2.0954757928848267e-09,8.940696716308594e-08,1.2205082777771992e-10,4.620056337500955e-09,1.2204240396052057e-10,4.619999938171304e-09,3.0557565304687163e-23,3.0557565304687163e-23,0.0,0.0,1.2204240396052057e-10,4.619999938171304e-09,1.2204240396055113e-10,4.6200000908281025e-09,-3.055398387617746e-23,-1.526567982962176e-16,1.973433388924306e-09,8.478696722491463e-08,3.904511283807899e-05,3.904511283807899e-05,0.9417590962515937
0.0038999998942017555,0.002171420957893133,0.0021715129259973764,2.561137080192566e-09,9.19681042432785e-08,1.220763767850741e-10,4.742132464485849e-09,1.2206630151112563e-10,4.742066295193581e-09,3.0602192743817326e-23,3.0602192743817326e-23,0.0,0.0,1.2206630151112563e-10,4.742066295193581e-09,1.2206630151115624e-10,4.742066392339259e-09,-3.0605682664462024e-23,-9.714567767064245e-17,2.4390707786814403e-09,8.722603794808492e-08,4.016832545816967e-05,4.016832545816967e-05,0.9523390206423673
0.004000000189989805,0.0021714188624173403,0.0021715129259973764,2.0954757928848267e-09,9.406358003616333e-08,1.221019257924283e-10,4.8642343486449136e-09,1.220939599422266e-10,4.864160185746869e-09,3.0646905379925253e-23,3.0646905379925253e-23,0.0,0.0,1.220939599422266e-10,4.864160185746869e-09,1.2209395994225726e-10,4.864160352281516e-09,-3.065738145274659e-23,-1.665346473153974e-16,1.9733818329426e-09,8.919941985041646e-08,4.107708445228211e-05,4.107708445228211e-05,0.9417344927787781
0.004100000020116568,0.00217141630128026,0.0021715129259973764,2.561137080192566e-09,9.66247171163559e-08,1.2212748867757028e-10,4.98636198997815e-09,1.2212901523422914e-10,4.986289159347734e-09,3.0691703213010944e-23,3.0691703213010944e-23,0.0,0.0,1.2212901523422914e-10,4.986289159347734e-09,1.2212901523425983e-10,4.986289367515776e-09,-3.068323084688887e-23,-2.0816804134452343e-16,2.4390080649583368e-09,9.163842795700816e-08,4.220026823691073e-05,4.220026823691073e-05,0.9523145339705728
0.00419999985024333,0.0021714139729738235,0.0021715129259973764,2.3283064365386963e-09,9.895302355289459e-08,1.221530793182879e-10,5.108514944396347e-09,1.2215181643959738e-10,5.108441225587512e-09,3.07365862430744e-23,3.07365862430744e-23,0.0,0.0,1.2215181643959738e-10,5.108441225587512e-09,1.2215181643962812e-10,5.108441183955404e-09,-3.0734929635173435e-23,4.163210859045413e-17,2.206154620099099e-09,9.384458232730708e-08,4.321622091390694e-05,4.321622091390694e-05,0.9475361943244934
0.00430000014603138,0.002171411644667387,0.0021715129259973764,2.3283064365386963e-09,1.0128132998943329e-07,1.221786560812177e-10,5.230693655988716e-09,1.2217825362537127e-10,5.230619493090671e-09,3.0781551314671996e-23,3.0781551314671996e-23,0.0,0.0,1.2217825362537127e-10,5.230619493090671e-09,1.2217825362540206e-10,5.2306194375808055e-09,-3.0786628423458e-23,5.550986579258592e-17,2.206128182913325e-09,9.605071049634262e-08,4.4232161525000595e-05,4.4232161525000595e-05,0.9475248396396637
0.004399999976158142,0.002171409549191594,0.0021715129259973764,2.0954757928848267e-09,1.0337680578231812e-07,1.2220426059972311e-10,5.3528981247552565e-09,1.2219547596004077e-10,5.352814635983805e-09,3.082660158324736e-23,3.082660158324736e-23,0.0,0.0,1.2219547596004077e-10,5.352814635983805e-09,1.221954759600716e-10,5.352814913540877e-09,-3.0838327211742563e-23,-2.775570722006437e-16,1.973280316924786e-09,9.802399114633431e-08,4.514087389155736e-05,4.514087389155736e-05,0.9416860474480523
0.0044999998062849045,0.0021714067552238703,0.0021715129259973764,2.7939677238464355e-09,1.0617077350616455e-07,1.2222985124044072e-10,5.475127906606758e-09,1.22236401556286e-10,5.475051079173454e-09,3.087173389335686e-23,3.087173389335686e-23,0.0,0.0,1.22236401556286e-10,5.475051079173454e-09,1.2223640155631688e-10,5.4750513150971935e-09,-3.0864176605884845e-23,-2.35923739382883e-16,2.6717313222901495e-09,1.006957224269911e-07,4.637122865881239e-05,4.637122865881239e-05,0.9562498877445856
0.004600000102072954,0.0021714046597480774,0.0021715129259973764,2.0954757928848267e-09,1.0826624929904938e-07,1.2225546963673395e-10,5.597383445632431e-09,1.22253082657231e-10,5.597304397753078e-09,3.091695140044413e-23,3.091695140044413e-23,0.0,0.0,1.22253082657231e-10,5.597304397753078e-09,1.2225308265726192e-10,5.597304397754455e-09,-3.091587539416941e-23,-1.377255719900791e-21,1.9732227102275957e-09,1.026689449012963e-07,4.7279914234975335e-05,4.7279914234975335e-05,0.9416585564613342
0.004699999932199717,0.002171402098610997,0.0021715129259973764,2.561137080192566e-09,1.1082738637924194e-07,1.2228107415523937e-10,5.719664297743066e-09,1.2226716861185594e-10,5.719571483098207e-09,3.0962254104509163e-23,3.0962254104509163e-23,0.0,0.0,1.2226716861185594e-10,5.719571483098207e-09,1.222671686118869e-10,5.719571566366342e-09,-3.0967574182453974e-23,-8.32681347082893e-17,2.43886991158071e-09,1.0510781489614374e-07,4.8403034417981964e-05,4.8403034417981964e-05,0.952260591767051
0.004800000227987766,0.0021714000031352043,0.0021715129259973764,2.0954757928848267e-09,1.1292286217212677e-07,1.223067064293204e-10,5.841970907027871e-09,1.223082884971305e-10,5.841879868739852e-09,3.100764200555196e-23,3.100764200555196e-23,0.0,0.0,1.223082884971305e-10,5.841879868739852e-09,1.223082884971615e-10,5.8418798548635036e-09,-3.101927297073854e-23,1.3876348513548614e-17,1.973167504387696e-09,1.0708098230338692e-07,4.931169463529884e-05,4.931169463529884e-05,0.9416322112083435
0.004900000058114529,0.002171397441998124,0.0021715129259973764,2.561137080192566e-09,1.1548399925231934e-07,1.2233233870340143e-10,5.964303273486848e-09,1.2233020152407903e-10,5.96421001475278e-09,3.105312141445976e-23,3.105312141445976e-23,0.0,0.0,1.2233020152407903e-10,5.96421001475278e-09,1.2233020152411007e-10,5.964210056387614e-09,-3.104512236488082e-23,-4.163483415057249e-17,2.438806878668487e-09,1.0951978923756656e-07,5.043478577833659e-05,5.043478577833659e-05,0.9522359804673628
0.004999999888241291,0.002171394880861044,0.0021715129259973764,2.561137080192566e-09,1.180451363325119e-07,1.2235798485527027e-10,6.086661397119997e-09,1.2236066326831718e-10,6.086570802921187e-09,3.1098679709458085e-23,3.1098679709458085e-23,0.0,0.0,1.2236066326831718e-10,6.086570802921187e-09,1.2236066326834828e-10,6.086570719655963e-09,-3.1096821153165384e-23,8.326522468689434e-17,2.4387764169242487e-09,1.1195856552959071e-07,5.155786281040354e-05,5.155786281040354e-05,0.9522240866314281
0.005100000184029341,0.002171392785385251,0.0021715129259973764,2.0954757928848267e-09,1.2014061212539673e-07,1.2238364488492692e-10,6.2090452779273164e-09,1.223843248965295e-10,6.208955127817717e-09,3.1144329512321414e-23,3.1144329512321414e-23,0.0,0.0,1.223843248965295e-10,6.208955127817717e-09,1.2238432489656065e-10,6.208955044552524e-09,-3.114851994144995e-23,8.326519325403107e-17,1.973091467988297e-09,1.1393165699757901e-07,5.246648805705366e-05,5.246648805705366e-05,0.9415959252251519
0.005200000014156103,0.002171390689909458,0.0021715129259973764,2.0954757928848267e-09,1.2223608791828156e-07,1.2240930491458357e-10,6.3314544718195975e-09,1.2241187230532802e-10,6.331366986245257e-09,3.119006451216251e-23,3.119006451216251e-23,0.0,0.0,1.2241187230532802e-10,6.331366986245257e-09,1.2241187230535922e-10,6.331366916857883e-09,-3.120021872973451e-23,6.938737401335333e-17,1.9730639205794986e-09,1.159047209320363e-07,5.3375100624280755e-05,5.3375100624280755e-05,0.9415827790896097
