x_focus_cm,rho_1e16_cm3
-13.370531757610983,0.11373136682702878
-13.300748188938691,0.11373136682702878
-13.230964620266398,0.11373136682702878
-13.161181051594106,0.11373136682702878
-13.09139748292182,0.11373136682702878
-13.021613914249528,0.11373136682702878
-12.951830345577235,0.13149301995424878
-12.882046776904943,0.13149301995424878
-12.812263208232658,0.13149301995424878
-12.742479639560365,0.13149301995424878
-12.672696070888072,0.14925467308146523
-12.60291250221578,0.14925467308146523
-12.533128933543487,0.14925467308146523
-12.463345364871202,0.16701632620868523
-12.39356179619891,0.16701632620868523
-12.323778227526617,0.20253963246312168
-12.253994658854324,0.23806293871755813
-12.184211090182039,0.23806293871755813
-12.114427521509747,0.2735862449719946
-12.044643952837454,0.291347898099211
-11.974860384165162,0.32687120435364747
-11.905076815492869,0.3623945106080839
-11.835293246820584,0.39791781686252037
-11.765509678148291,0.4334411231169568
-11.695726109475999,0.48672608249861327
-11.625942540803706,0.5222493887530497
-11.55615897213142,0.5755343481347026
-11.486375403459128,0.6288193075163591
-11.416591834786836,0.682104266898012
-11.346808266114543,0.7531508794068849
-11.27702469744225,0.8241974919157578
-11.207241128769965,0.8774824512974142
-11.137457560097673,0.9662907169335035
-11.06767399142538,1.0373373294423764
-10.997890422753088,1.1083839419512493
-10.928106854080802,1.1971922075873422
-10.85832328540851,1.2860004732234351
-10.788539716736217,1.3748087388595245
-10.718756148063925,1.4458553513683974
-10.648972579391632,1.5346636170044903
-10.579189010719347,1.6234718826405796
-10.509405442047054,1.730041801403889
-10.439621873374762,1.8366117201671983
-10.36983830470247,1.9076583326760712
-10.300054736030184,1.978704945184944
-10.230271167357891,2.1030365170754735
-10.160487598685599,2.209606435838783
-10.090704030013306,2.298414701474872
-10.020920461341014,2.369461313983745
-9.951136892668728,2.458269579619838
-9.881353323996436,2.5648394983831473
-9.811569755324143,2.63588611089202
-9.74178618665185,2.706932723400893
-9.672002617979565,2.777979335909766
-9.602219049307273,2.8135026421642024
-9.53243548063498,2.8845492546730753
-9.462651911962688,2.9378342140547318
-9.392868343290395,3.026642479690821
-9.32308477461811,3.097689092199694
-9.253301205945817,3.1332123984541305
-9.183517637273525,3.186497357835787
-9.113734068601232,3.2220206640902234
-9.043950499928947,3.25754397034466
-8.974166931256654,3.2753056234718763
-8.904383362584362,3.3108289297263127
-8.83459979391207,3.364113889107969
-8.764816225239777,3.3818755422351856
-8.695032656567491,3.3818755422351856
-8.625249087895199,3.3818755422351856
-8.555465519222906,3.3996371953624056
-8.485681950550614,3.3996371953624056
-8.415898381878321,3.364113889107969
-8.346114813206036,3.364113889107969
-8.276331244533743,3.3818755422351856
-8.20654767586145,3.417398848489622
-8.136764107189158,3.488445460998495
-8.066980538516873,3.506207114125715
-7.99719696984458,3.4706838078712785
-7.927413401172288,3.4529221547440585
-7.857629832499995,3.435160501616842
-7.787846263827703,3.435160501616842
-7.718062695155417,3.4529221547440585
-7.648279126483125,3.417398848489622
-7.578495557810832,3.3818755422351856
-7.50871198913854,3.3818755422351856
-7.4389284204662545,3.417398848489622
-7.369144851793962,3.435160501616842
-7.299361283121669,3.435160501616842
-7.229577714449377,3.3818755422351856
-7.159794145777084,3.346352235980749
-7.090010577104799,3.346352235980749
-7.0202270084325065,3.3818755422351856
-6.950443439760214,3.3996371953624056
-6.880659871087921,3.364113889107969
-6.810876302415636,3.3108289297263127
-6.7410927337433435,3.2753056234718763
-6.671309165071051,3.25754397034466
-6.6015255963987585,3.2753056234718763
-6.531742027726466,3.25754397034466
-6.4619584590541805,3.2042590109630034
-6.392174890381888,3.168735704708567
-6.3223913217095955,3.1509740515813505
-6.252607753037303,3.168735704708567
-6.182824184365018,3.168735704708567
-6.113040615692725,3.1509740515813505
-6.0432570470204325,3.1332123984541305
-5.97347347834814,3.097689092199694
-5.9036899096758475,3.115450745326914
-5.833906341003562,3.097689092199694
-5.76412277233127,3.0799274390724776
-5.694339203658977,3.044404132818041
-5.6245556349866845,2.9911191734363847
-5.554772066314399,2.9733575203091682
-5.484988497642107,2.955595867181948
-5.415204928969814,2.9378342140547318
-5.345421360297522,2.9378342140547318
-5.275637791625229,2.9023109078002953
-5.205854222952944,2.8845492546730753
-5.136070654280651,2.866787601545859
-5.066287085608359,2.849025948418639
-4.996503516936066,2.849025948418639
-4.926719948263781,2.866787601545859
-4.856936379591488,2.849025948418639
-4.787152810919196,2.795740989036986
-4.717369242246903,2.7424560296553295
-4.647585673574611,2.6891710702736766
-4.577802104902325,2.63588611089202
-4.508018536230033,2.6181244577648037
-4.43823496755774,2.63588611089202
-4.368451398885448,2.6181244577648037
-4.298667830213162,2.5826011515103673
-4.22888426154087,2.5648394983831473
-4.159100692868577,2.547077845255931
-4.089317124196285,2.547077845255931
-4.019533555523992,2.5115545390014944
-3.9497499868517068,2.5115545390014944
-3.8799664181794142,2.4937928858742744
-3.8101828495071217,2.5115545390014944
-3.740399280834829,2.4937928858742744
-3.670615712162544,2.458269579619838
-3.6008321434902513,2.369461313983745
-3.5310485748179588,2.316176354602092
-3.4612650061456662,2.2628913952204357
-3.3914814374733737,2.209606435838783
-3.321697868801081,2.209606435838783
-3.2519143001287887,2.209606435838783
-3.1821307314565104,2.209606435838783
-3.112347162784218,2.209606435838783
-3.0425635941119253,2.1740831295843464
-2.972780025439633,2.1563214764571264
-2.9029964567673403,2.13855982332991
-2.833212888095048,2.1030365170754735
-2.7634293194227553,2.0852748639482535
-2.6936457507504628,2.067513210821037
-2.6238621820781702,2.067513210821037
-2.554078613405892,2.0142282514393806
-2.4842950447335994,1.996466598312164
-2.414511476061307,1.978704945184944
-2.3447279073890144,1.9076583326760712
-2.274944338716722,1.8543733732944183
-2.2051607700444293,1.8188500670399819
-2.135377201372137,1.7833267607855454
-2.0655936326998443,1.8010884139127619
-1.9958100640275518,1.7833267607855454
-1.9260264953552735,1.7655651076583254
-1.856242926682981,1.730041801403889
-1.7864593580106884,1.730041801403889
-1.716675789338396,1.676756842022236
-1.6468922206661034,1.658995188895016
-1.577108651993811,1.6412335357677996
-1.5073250833215184,1.5879485763861432
-1.4375415146492259,1.5879485763861432
-1.3677579459769333,1.5701869232589267
-1.297974377304655,1.5524252701317067
-1.2281908086323625,1.5169019638772703
-1.15840723996007,1.4813786576228338
-1.0886236712877775,1.4636170044956174
-1.018840102615485,1.428093698241181
-0.9490565339431924,1.3925703919867445
-0.8792729652708999,1.3748087388595245
-0.8094893965986074,1.3215237794778716
-0.7397058279263149,1.3037621263506516
-0.6699222592540224,1.2682388200962151
-0.6001386905817441,1.2149538607145622
-0.5303551219094516,1.1971922075873422
-0.46057155323715904,1.1616689013329058
-0.3907879845648665,1.1439072482056893
-0.321004415892574,1.1261455950784693
-0.2512208472202815,1.1083839419512493
-0.18143727854798897,1.090622288824033
-0.11165370987569645,1.072860635696813
-0.04187014120340393,1.0550989825695964
0.027913427468874374,1.01957567631516
0.09769699614116689,0.9840523700607235
0.1674805648134594,0.9485290638062871
0.23726413348575193,0.9307674106790671
0.30704770215804444,0.9130057575518506
0.37683127083033696,0.8774824512974142
0.4466148395026295,0.8597207981701942
0.516398408174922,0.8241974919157578
0.5861819768472145,0.7886741856613213
0.6559655455194928,0.7531508794068849
0.7257491141917853,0.7353892262796684
0.7955326828640779,0.699865920025232
0.8653162515363704,0.6643426137707955
0.9350998202086629,0.6465809606435755
1.0048833888809554,0.6288193075163591
1.074666957553248,0.6288193075163591
1.1444505262255404,0.5932960012619226
1.214234094897833,0.5932960012619226
1.2840176635701113,0.5577726950074862
1.3538012322424038,0.5577726950074862
1.4235848009146963,0.5222493887530497
1.4933683695869888,0.5044877356258297
1.5631519382592813,0.48672608249861327
1.6329355069315739,0.4512027762441768
1.7027190756038664,0.4512027762441768
1.772502644276159,0.41567946998974037
1.8422862129484514,0.39791781686252037
1.9120697816207297,0.3801561637353039
1.9818533502930222,0.34463285748086747
2.0516369189653147,0.34463285748086747
2.1214204876376073,0.32687120435364747
2.1912040563099,0.309109551226431
2.2609876249821923,0.309109551226431
2.330771193654485,0.2735862449719946
2.4005547623267773,0.2735862449719946
2.47033833099907,0.2558245918447746
2.540121899671348,0.23806293871755813
2.6099054683436407,0.23806293871755813
2.679689037015933,0.22030128559033813
2.7494726056882257,0.20253963246312168
2.8192561743605182,0.20253963246312168
2.8890397430328107,0.18477797933590168
2.9588233117051033,0.16701632620868523
3.028606880377396,0.16701632620868523
3.0983904490496883,0.16701632620868523
3.1681740177219666,0.14925467308146523
3.237957586394259,0.14925467308146523
3.3077411550665516,0.14925467308146523
3.377524723738844,0.13149301995424878
3.4473082924111367,0.13149301995424878
3.517091861083429,0.13149301995424878
3.5868754297557217,0.13149301995424878
